cl-rfile,
Iteration,cl
"(""Iteration""",cl)
1,2.077887629
2,3.119780491
3,3.941858286
4,4.479729335
5,4.812783791
6,4.980853227
7,4.950666613
8,4.800335863
9,4.533438432
10,4.231760951
11,4.019052685
12,3.797858325
13,3.61446456
14,3.47265859
15,3.359640881
16,3.254656803
17,3.143372535
18,3.022597012
19,2.892935604
20,2.755980936
21,2.613017214
22,2.46856657
23,2.32466438
24,2.182375906
25,2.042435379
26,1.904742506
27,1.769494185
28,1.636742795
29,1.506779203
30,1.379821073
31,1.255806198
32,1.135069451
33,1.017709687
34,0.904003873
35,0.794272252
36,0.688916728
37,0.587969414
38,0.49167601
39,0.400402917
40,0.314103221
41,0.232832437
42,0.156738324
43,0.085729685
44,0.01970617
45,-0.041504598
46,-0.098061879
47,-0.148386114
48,-0.196468034
49,-0.239852974
50,-0.280095749
51,-0.317394409
52,-0.35187165
53,-0.383688269
54,-0.413043123
55,-0.440028758
56,-0.464748162
57,-0.487204517
58,-0.507474579
59,-0.525555892
60,-0.541431555
61,-0.55505922
62,-0.566389688
63,-0.575329459
64,-0.581789047
65,-0.585669529
66,-0.586869465
67,-0.585355906
68,-0.580961524
69,-0.573581503
70,-0.563142305
71,-0.549535671
72,-0.532742599
73,-0.512862282
74,-0.489806864
75,-0.463588478
76,-0.434333157
77,-0.402040022
78,-0.366808551
79,-0.328763283
80,-0.288048205
81,-0.244866913
82,-0.199377678
83,-0.151762524
84,-0.102280178
85,-0.051185839
86,0.0012692
87,0.054841662
88,0.109253122
89,0.164159421
90,0.219348717
91,0.274535819
92,0.329457379
93,0.383846274
94,0.437447003
95,0.490116903
96,0.541383889
97,0.591182819
98,0.639309439
99,0.685578485
100,0.729823013
101,0.771893092
102,0.81165611
103,0.848999133
104,0.883875291
105,0.916163334
106,0.945825815
107,0.972748214
108,0.996923738
109,1.01828128
110,1.036899807
111,1.052805185
112,1.066026106
113,1.076599897
114,1.084578419
115,1.090027149
116,1.093008307
117,1.093599247
118,1.091873937
119,1.087905401
120,1.081802919
121,1.073663858
122,1.063589012
123,1.051673926
124,1.038018706
125,1.022732343
126,1.005920653
127,0.987700198
128,0.96817602
129,0.947458361
130,0.925662214
131,0.902896754
132,0.879267838
133,0.854894941
134,0.829889922
135,0.804362586
136,0.778435038
137,0.75219204
138,0.725756108
139,0.699218031
140,0.672673788
141,0.646221227
142,0.619954647
143,0.593957798
144,0.568312296
145,0.543098099
146,0.518388158
147,0.49425097
148,0.470750565
149,0.447920092
150,0.425848828
151,0.40457964
152,0.384165316
153,0.364634741
154,0.34603619
155,0.328405279
156,0.311763809
157,0.29615116
158,0.281572287
159,0.268063791
160,0.255636778
161,0.244313874
162,0.234106381
163,0.225027008
164,0.217085922
165,0.210284212
166,0.204634227
167,0.200136021
168,0.196796933
169,0.19461628
170,0.193597966
171,0.193736959
172,0.195032443
173,0.197484762
174,0.201087789
175,0.205825244
176,0.211686479
177,0.21865881
178,0.226726617
179,0.235864582
180,0.246053065
181,0.257270343
182,0.26949261
183,0.282686233
184,0.296818493
185,0.311854005
186,0.327738046
187,0.344427719
188,0.361873202
189,0.380025424
190,0.398824769
191,0.418211871
192,0.438125749
193,0.458496649
194,0.479259391
195,0.500345903
196,0.52167846
197,0.543183211
198,0.564783936
199,0.586399516
200,0.607948521
201,0.629357734
202,0.650541152
203,0.671426307
204,0.691933942
205,0.71198957
206,0.731516677
207,0.750450363
208,0.768705143
209,0.786223281
210,0.802940615
211,0.818795728
212,0.833736254
213,0.847704319
214,0.860666131
215,0.872561664
216,0.883358683
217,0.893024769
218,0.901532847
219,0.908858399
220,0.914989833
221,0.919913601
222,0.923623748
223,0.926120645
224,0.927408487
225,0.927497348
226,0.926407032
227,0.924160324
228,0.920779482
229,0.9162981
230,0.910748729
231,0.904174296
232,0.896615847
233,0.888122183
234,0.878741358
235,0.868532836
236,0.857550861
237,0.845856306
238,0.83350834
239,0.820573461
240,0.807117978
241,0.793216805
242,0.778926856
243,0.764320202
244,0.749463775
245,0.734428191
246,0.71928107
247,0.704089169
248,0.68891808
249,0.673834061
250,0.658905602
251,0.644191452
252,0.629754014
253,0.615646096
254,0.60192591
255,0.588642316
256,0.575845141
257,0.563583721
258,0.551897065
259,0.540826146
260,0.53039979
261,0.520658083
262,0.511628789
263,0.50333217
264,0.495790493
265,0.489021932
266,0.483038124
267,0.477852711
268,0.473468636
269,0.469887922
270,0.467112143
271,0.465135399
272,0.463952066
273,0.463548433
274,0.46391568
275,0.465040145
276,0.466902919
277,0.469482568
278,0.472758087
279,0.476707256
280,0.481305847
281,0.486530056
282,0.492347494
283,0.498727508
284,0.505641047
285,0.513059024
286,0.520944611
287,0.529269049
288,0.537995899
289,0.547094283
290,0.55652731
291,0.56626399
292,0.576270594
293,0.586511451
294,0.596952827
295,0.607559594
296,0.618299731
297,0.629130794
298,0.640029277
299,0.650963287
300,0.66190014
301,0.672807483
302,0.683652603
303,0.694405758
304,0.705031943
305,0.71550414
306,0.725799236
307,0.735887327
308,0.745740693
309,0.755334122
310,0.764641277
311,0.773634515
312,0.782293816
313,0.790597593
314,0.79852684
315,0.806063008
316,0.813184959
317,0.819877762
318,0.826125102
319,0.831911468
320,0.837230011
321,0.842068903
322,0.846420556
323,0.850275467
324,0.853627584
325,0.856471404
326,0.858807573
327,0.860632784
328,0.861950643
329,0.862762305
330,0.863072313
331,0.862884484
332,0.862210127
333,0.861056026
334,0.859429682
335,0.857344538
336,0.854813956
337,0.851854374
338,0.848482696
339,0.844714635
340,0.840572386
341,0.836075812
342,0.831245787
343,0.826105579
344,0.820678223
345,0.814987165
346,0.80905673
347,0.802915337
348,0.796588539
349,0.790101972
350,0.78348521
351,0.776768523
352,0.769978496
353,0.763141245
354,0.756284191
355,0.749438069
356,0.742626722
357,0.735879388
358,0.729222972
359,0.722686761
360,0.716294314
361,0.710069019
362,0.704037158
363,0.698223276
364,0.692651244
365,0.6873422
366,0.682313677
367,0.677585889
368,0.67317349
369,0.669096545
370,0.66536849
371,0.662004577
372,0.659015445
373,0.656411861
374,0.654202653
375,0.652395061
376,0.650995098
377,0.650007354
378,0.649433892
379,0.649274735
380,0.649529472
381,0.650201033
382,0.651279353
383,0.652760922
384,0.654639639
385,0.656908422
386,0.659552709
387,0.662565824
388,0.665935827
389,0.66964819
390,0.673683461
391,0.678031804
392,0.682676252
393,0.687600424
394,0.692780723
395,0.698201177
396,0.703841232
397,0.709679434
398,0.715695808
399,0.721872801
400,0.728182519
401,0.734602927
402,0.741113993
403,0.747690832
404,0.754308805
405,0.760948997
406,0.767585764
407,0.774197614
408,0.780765896
409,0.787268331
410,0.793683446
411,0.799990076
412,0.806167647
413,0.812199074
414,0.818066208
415,0.823753044
416,0.829240735
417,0.834512282
418,0.839562233
419,0.844372435
420,0.848929466
421,0.853220649
422,0.857235718
423,0.860966482
424,0.864404835
425,0.867543856
426,0.870378496
427,0.872904444
428,0.875119545
429,0.87702282
430,0.878616344
431,0.879897265
432,0.880868525
433,0.881532102
434,0.881894533
435,0.881962709
436,0.881742278
437,0.881239843
438,0.880462378
439,0.879422697
440,0.878128335
441,0.876593685
442,0.874825503
443,0.872838158
444,0.870645751
445,0.868261316
446,0.865698118
447,0.862970951
448,0.860094488
449,0.857086969
450,0.853965525
451,0.850742506
452,0.847433253
453,0.844056286
454,0.840622581
455,0.837154658
456,0.833666159
457,0.830172518
458,0.826688944
459,0.823232217
460,0.819816332
461,0.816456081
462,0.813166143
463,0.809957104
464,0.806844783
465,0.803841923
466,0.800959528
467,0.798209451
468,0.795601725
469,0.793146761
470,0.790852293
471,0.788724919
472,0.786774174
473,0.78500386
474,0.783422297
475,0.782033615
476,0.780843375
477,0.779854865
478,0.779070413
479,0.778492976
480,0.778123483
481,0.777961515
482,0.778007258
483,0.778254903
484,0.778707511
485,0.779359259
486,0.780209239
487,0.781250955
488,0.782482631
489,0.783899844
490,0.785497933
491,0.787266732
492,0.78920123
493,0.791292153
494,0.793531798
495,0.795913233
496,0.798427912
497,0.801067425
498,0.803825062
499,0.806690388
500,0.809652319
501,0.812701916
502,0.8158283
503,0.819024749
504,0.822279288
505,0.825582331
506,0.828925563
507,0.83229693
508,0.835688304
509,0.839089716
510,0.842490401
511,0.845882711
512,0.849256011
513,0.852600287
514,0.855908982
515,0.859172302
516,0.862384877
517,0.865538751
518,0.868622799
519,0.871631349
520,0.874559739
521,0.877399111
522,0.880145984
523,0.882790402
524,0.885329493
525,0.887756979
526,0.890073573
527,0.892272437
528,0.894348722
529,0.896299461
530,0.898121105
531,0.899814091
532,0.901375304
533,0.90280315
534,0.904098616
535,0.905258939
536,0.906284061
