cl-rfile,
Iteration,cl
"(""Iteration""",cl)
1,3.209792
2,4.817201
3,6.11045
4,6.971684
5,7.528674
6,7.854791
7,7.967091
8,7.79566
9,7.391209
10,6.900192
11,6.436788
12,6.053131
13,5.75913
14,5.537536
15,5.363483
16,5.210529
17,5.057786
18,4.891903
19,4.703084
20,4.491919
21,4.262623
22,4.015083
23,3.757506
24,3.497006
25,3.239018
26,2.986385
27,2.739852
28,2.501081
29,2.271005
30,2.050421
31,1.839762
32,1.63926
33,1.448952
34,1.268836
35,1.09818
36,0.9375097
37,0.7867117
38,0.6456557
39,0.5141392
40,0.3919688
41,0.278311
42,0.1737608
43,0.07797087
44,-0.009740525
45,-0.08986285
46,-0.162885
47,-0.2293682
48,-0.2897608
49,-0.3447638
50,-0.39485
51,-0.4406593
52,-0.4848432
53,-0.5227149
54,-0.5601507
55,-0.5945001
56,-0.6263891
57,-0.6553144
58,-0.6813759
59,-0.7045438
60,-0.7245144
61,-0.7416362
62,-0.7558745
63,-0.7670785
64,-0.7751375
65,-0.7799155
66,-0.7812817
67,-0.7791375
68,-0.7733994
69,-0.7637451
70,-0.7501497
71,-0.7325651
72,-0.7108386
73,-0.6849265
74,-0.6546904
75,-0.6202193
76,-0.581527
77,-0.5387922
78,-0.4920583
79,-0.441335
80,-0.3867387
81,-0.3286102
82,-0.2671037
83,-0.202509
84,-0.1350776
85,-0.06511495
86,0.007011273
87,0.08076792
88,0.1559382
89,0.2321479
90,0.3090032
91,0.3861015
92,0.4630764
93,0.5395014
94,0.6149331
95,0.6890601
96,0.7615089
97,0.831935
98,0.9000109
99,0.9654558
100,1.027937
101,1.087276
102,1.14323
103,1.195643
104,1.244362
105,1.289188
106,1.33014
107,1.367168
108,1.400265
109,1.429509
110,1.454854
111,1.476358
112,1.494112
113,1.508236
114,1.518856
115,1.526139
116,1.530179
117,1.531144
118,1.529188
119,1.524459
120,1.517125
121,1.507328
122,1.495213
123,1.480945
124,1.464652
125,1.446466
126,1.426486
127,1.404875
128,1.381726
129,1.357189
130,1.331332
131,1.304259
132,1.276032
133,1.246793
134,1.216633
135,1.18578
136,1.154167
137,1.121904
138,1.08909
139,1.055883
140,1.022342
141,0.9885717
142,0.9546807
143,0.920775
144,0.8869706
145,0.8533768
146,0.8201159
147,0.787203
148,0.7548608
149,0.7232236
150,0.6923807
151,0.6624252
152,0.6334715
153,0.6056098
154,0.5789233
155,0.5534985
156,0.5294029
157,0.5067164
158,0.485502
159,0.4658084
160,0.4476779
161,0.4311459
162,0.4162316
163,0.4029517
164,0.3913266
165,0.3813471
166,0.3730114
167,0.3663078
168,0.3611987
169,0.3576741
170,0.3557048
171,0.3552594
172,0.3563038
173,0.3587886
174,0.3626773
175,0.3679537
176,0.3745446
177,0.3824005
178,0.3914827
179,0.4017393
180,0.4131283
181,0.4256018
182,0.4391274
183,0.4536495
184,0.4691299
185,0.4855196
186,0.5027743
187,0.5208503
188,0.5397101
189,0.5593103
190,0.579608
191,0.6005438
192,0.6220952
193,0.6442006
194,0.6668162
195,0.6898987
196,0.7133886
197,0.7372323
198,0.7613605
199,0.7857305
200,0.8102746
201,0.8349264
202,0.8596247
203,0.8842955
204,0.9088787
205,0.9333084
206,0.9575019
207,0.9814002
208,1.004926
209,1.028008
210,1.050565
211,1.072536
212,1.093849
213,1.114436
214,1.134224
215,1.153149
216,1.171144
217,1.188158
218,1.204124
219,1.218998
220,1.23272
221,1.245253
222,1.256554
223,1.26658
224,1.275305
225,1.282708
226,1.288771
227,1.293477
228,1.296818
229,1.298798
230,1.299411
231,1.298676
232,1.296599
233,1.293201
234,1.288515
235,1.282568
236,1.275401
237,1.267056
238,1.257574
239,1.247012
240,1.235426
241,1.222871
242,1.209414
243,1.19511
244,1.180036
245,1.164269
246,1.147883
247,1.130947
248,1.113549
249,1.095767
250,1.077672
251,1.05935
252,1.040881
253,1.022344
254,1.003822
255,0.9853867
256,0.9671139
257,0.9490811
258,0.9313677
259,0.9140348
260,0.8971527
261,0.8807905
262,0.8650094
263,0.8498647
264,0.8354171
265,0.8217149
266,0.8088074
267,0.7967414
268,0.785554
269,0.7752834
270,0.7659582
271,0.7576048
272,0.7502413
273,0.7438918
274,0.7385674
275,0.7342776
276,0.7310297
277,0.7288212
278,0.7276475
279,0.7275019
280,0.7283718
281,0.7302412
282,0.7330919
283,0.7368993
284,0.7416392
285,0.7472803
286,0.7537873
287,0.7611318
288,0.7692717
289,0.7781703
290,0.7877839
291,0.7980644
292,0.8089709
293,0.8204573
294,0.8324715
295,0.844973
296,0.8579122
297,0.8712384
298,0.8848996
299,0.8988475
300,0.913031
301,0.9273942
302,0.941891
303,0.956474
304,0.9710916
305,0.9856922
306,1.000242
307,1.014694
308,1.028996
309,1.0431
310,1.056972
311,1.070572
312,1.083857
313,1.096793
314,1.109346
315,1.121481
316,1.133164
317,1.144373
318,1.155077
319,1.165254
320,1.174882
321,1.183939
322,1.192404
323,1.20026
324,1.207503
325,1.214112
326,1.220083
327,1.225411
328,1.230086
329,1.23411
330,1.237487
331,1.240216
332,1.242306
333,1.243758
334,1.244582
335,1.244786
336,1.244372
337,1.243368
338,1.241791
339,1.23966
340,1.236997
341,1.233818
342,1.230153
343,1.226028
344,1.221465
345,1.216492
346,1.211138
347,1.205429
348,1.199398
349,1.19306
350,1.18646
351,1.179627
352,1.172597
353,1.165402
354,1.158074
355,1.150645
356,1.143153
357,1.135625
358,1.128094
359,1.12059
360,1.113146
361,1.105785
362,1.098544
363,1.09144
364,1.084509
365,1.077782
366,1.071274
367,1.065012
368,1.059016
369,1.053309
370,1.047905
371,1.042826
372,1.038084
373,1.033691
374,1.029668
375,1.026021
376,1.022763
377,1.0199
378,1.017439
379,1.015388
380,1.013747
381,1.012518
382,1.0117
383,1.011289
384,1.011287
385,1.011684
386,1.012466
387,1.013637
388,1.015185
389,1.017104
390,1.019383
391,1.022012
392,1.024978
393,1.028268
394,1.031866
395,1.035755
396,1.039923
397,1.044351
398,1.049027
399,1.053931
400,1.059039
401,1.064334
402,1.069802
403,1.075427
404,1.081192
405,1.08708
406,1.093068
407,1.099152
408,1.105296
409,1.111487
410,1.117703
411,1.123927
412,1.130142
413,1.136336
414,1.142495
415,1.148595
416,1.154632
417,1.160591
418,1.166455
419,1.172207
420,1.177838
421,1.183341
422,1.188701
423,1.193907
424,1.198947
425,1.203815
426,1.208504
427,1.213006
428,1.21732
429,1.221435
430,1.225344
431,1.229039
432,1.232524
433,1.23579
434,1.238841
435,1.241664
436,1.244265
437,1.246637
438,1.248783
439,1.250701
440,1.252394
441,1.253863
442,1.255109
443,1.256135
444,1.256938
445,1.257519
446,1.257887
447,1.258044
448,1.258003
449,1.257754
450,1.257307
451,1.256664
452,1.255833
453,1.254817
454,1.253617
455,1.252242
456,1.250705
457,1.249003
458,1.247149
459,1.245152
460,1.243023
461,1.240766
462,1.238391
463,1.235902
464,1.233312
465,1.230634
466,1.227874
467,1.225053
468,1.222163
469,1.219223
470,1.216245
471,1.213239
472,1.210218
473,1.207191
474,1.204166
475,1.201155
476,1.19817
477,1.195222
478,1.192327
479,1.189489
480,1.186723
481,1.18404
482,1.181451
483,1.178966
484,1.176599
485,1.174346
486,1.172226
487,1.170244
488,1.16841
489,1.166728
490,1.165207
491,1.163852
492,1.162675
493,1.161667
494,1.160846
495,1.160206
496,1.159754
497,1.159492
498,1.159421
499,1.159541
500,1.159855
501,1.160357
502,1.161041
503,1.161912
504,1.162968
505,1.164209
506,1.165624
507,1.167214
508,1.168965
509,1.170877
510,1.17294
511,1.175153
512,1.177499
513,1.179974
514,1.18257
515,1.185277
516,1.188087
517,1.190992
518,1.193983
519,1.197051
520,1.200185
521,1.203378
522,1.206614
523,1.20989
524,1.21319
525,1.216508
526,1.219832
527,1.223153
528,1.226461
529,1.229746
530,1.233
531,1.236215
532,1.23938
533,1.242488
534,1.245531
535,1.248496
536,1.251379
537,1.254169
538,1.256863
539,1.259454
540,1.261936
541,1.264307
542,1.266568
543,1.268708
544,1.270718
545,1.2726
546,1.274349
547,1.275964
548,1.27744
549,1.278776
550,1.279974
551,1.281032
552,1.281955
553,1.282739
554,1.283386
555,1.283899
556,1.284279
557,1.284528
558,1.284646
559,1.284639
560,1.284511
561,1.284262
562,1.2839
563,1.283431
564,1.282853
565,1.282176
566,1.281405
567,1.280542
568,1.279601
569,1.278587
570,1.277499
571,1.276346
572,1.275133
573,1.27387
574,1.272565
575,1.271222
576,1.269845
577,1.268444
578,1.267023
579,1.265591
580,1.264159
581,1.262728
582,1.261305
583,1.259894
584,1.258501
585,1.257129
586,1.255787
587,1.25448
588,1.253212
589,1.251985
