cl-rfile,
Iteration,cl
"(""Iteration""",cl)
1,3.028023
2,4.546798
3,5.763377
4,6.572374
5,7.093108
6,7.391307
7,7.483311
8,7.305661
9,6.91987
10,6.458183
11,6.028599
12,5.678714
13,5.411122
14,5.210354
15,5.051894
16,4.909945
17,4.765042
18,4.599451
19,4.413258
20,4.207433
21,3.985715
22,3.752038
23,3.511885
24,3.270843
25,3.033538
26,2.802006
27,2.576766
28,2.358276
29,2.147724
30,1.944612
31,1.749827
32,1.563809
33,1.386553
34,1.217697
35,1.057489
36,0.90574
37,0.7626267
38,0.6282991
39,0.501994
40,0.3842143
41,0.2747701
42,0.1734958
43,0.08013038
44,-0.005437473
45,-0.08382566
46,-0.1553939
47,-0.2204469
48,-0.2797934
49,-0.3339313
50,-0.3833384
51,-0.428646
52,-0.4719562
53,-0.5117766
54,-0.5483646
55,-0.5819557
56,-0.612704
57,-0.6406174
58,-0.6656952
59,-0.687654
60,-0.706804
61,-0.7230996
62,-0.7364724
63,-0.7468798
64,-0.7542222
65,-0.7583557
66,-0.7591914
67,-0.7565952
68,-0.7504129
69,-0.7406259
70,-0.7269935
71,-0.7092512
72,-0.687474
73,-0.6615872
74,-0.631605
75,-0.5975476
76,-0.5593375
77,-0.5171771
78,-0.4710502
79,-0.4210092
80,-0.367354
81,-0.3102745
82,-0.2500068
83,-0.1867983
84,-0.1208963
85,-0.05266526
86,0.01756274
87,0.08942819
88,0.1625478
89,0.2365561
90,0.3110692
91,0.3856648
92,0.4599817
93,0.5336224
94,0.6062272
95,0.6774028
96,0.7467552
97,0.8141208
98,0.8790261
99,0.9411937
100,1.000376
101,1.056335
102,1.108886
103,1.157876
104,1.203179
105,1.244711
106,1.282415
107,1.316284
108,1.346326
109,1.37256
110,1.395057
111,1.413897
112,1.429169
113,1.441027
114,1.449606
115,1.455064
116,1.457514
117,1.457112
118,1.454002
119,1.448342
120,1.44028
121,1.429969
122,1.417552
123,1.403167
124,1.386945
125,1.36901
126,1.349439
127,1.328386
128,1.305957
129,1.28225
130,1.257377
131,1.231427
132,1.204481
133,1.176636
134,1.147971
135,1.118569
136,1.088526
137,1.058035
138,1.027063
139,0.9957066
140,0.9640397
141,0.9321855
142,0.9002393
143,0.8683325
144,0.8365383
145,0.8049683
146,0.7737184
147,0.7429011
148,0.7126293
149,0.6829972
150,0.654112
151,0.6260675
152,0.598927
153,0.5727978
154,0.5477673
155,0.5239062
156,0.5012853
157,0.4799665
158,0.4600065
159,0.4414593
160,0.4243595
161,0.4087359
162,0.3946187
163,0.3820291
164,0.3709819
165,0.3614758
166,0.3535093
167,0.3470744
168,0.3421586
169,0.3387465
170,0.3368141
171,0.3363494
172,0.3373071
173,0.3396653
174,0.343393
175,0.3484518
176,0.3547772
177,0.3623494
178,0.3711348
179,0.3810858
180,0.3921598
181,0.4043168
182,0.4175175
183,0.4317279
184,0.4469133
185,0.4630256
186,0.4800641
187,0.4979382
188,0.5166076
189,0.5360309
190,0.5561578
191,0.576948
192,0.5983517
193,0.6203204
194,0.6427965
195,0.6657216
196,0.689043
197,0.712706
198,0.7366437
199,0.7607998
200,0.7851078
201,0.8095041
202,0.8339165
203,0.8582755
204,0.8825034
205,0.9065462
206,0.9303082
207,0.9537138
208,0.9766866
209,0.9991556
210,1.021036
211,1.042266
212,1.062774
213,1.082488
214,1.101341
215,1.119259
216,1.136193
217,1.152083
218,1.166854
219,1.180481
220,1.192918
221,1.20412
222,1.214082
223,1.222747
224,1.230084
225,1.236084
226,1.240729
227,1.244002
228,1.245917
229,1.246472
230,1.245676
231,1.243546
232,1.240105
233,1.235388
234,1.22942
235,1.222243
236,1.213903
237,1.204445
238,1.193926
239,1.182399
240,1.169921
241,1.156563
242,1.142396
243,1.127489
244,1.111913
245,1.095741
246,1.079049
247,1.06191
248,1.044409
249,1.026629
250,1.008642
251,0.9905008
252,0.9723141
253,0.9541568
254,0.936124
255,0.9182687
256,0.9006677
257,0.8833976
258,0.8665245
259,0.8501136
260,0.8342286
261,0.8189152
262,0.8042543
263,0.790289
264,0.7770587
265,0.7646191
266,0.7530119
267,0.742277
268,0.7324445
269,0.7235453
270,0.7156066
271,0.7086446
272,0.7026758
273,0.6977028
274,0.6937447
275,0.6907892
276,0.6888476
277,0.6879154
278,0.6879806
279,0.6890267
280,0.6910371
281,0.6939938
282,0.6978712
283,0.7026438
284,0.7082801
285,0.7147443
286,0.7220033
287,0.7300223
288,0.7387631
289,0.7481791
290,0.7582247
291,0.7688579
292,0.7800352
293,0.7917096
294,0.8038344
295,0.816356
296,0.8292401
297,0.8424257
298,0.8558668
299,0.8695173
300,0.8833292
301,0.8972481
302,0.9112321
303,0.9252327
304,0.9392114
305,0.9531147
306,0.9669167
307,0.9805533
308,0.9939913
309,1.007195
310,1.020128
311,1.032751
312,1.045029
313,1.05693
314,1.068417
315,1.079471
316,1.090059
317,1.100161
318,1.109752
319,1.118812
320,1.12732
321,1.135266
322,1.14263
323,1.1494
324,1.155569
325,1.161125
326,1.166062
327,1.170381
328,1.174079
329,1.177153
330,1.179604
331,1.181439
332,1.182668
333,1.1833
334,1.183343
335,1.18281
336,1.181719
337,1.180085
338,1.177927
339,1.175263
340,1.172116
341,1.168506
342,1.164456
343,1.159996
344,1.155145
345,1.149934
346,1.144388
347,1.138538
348,1.132412
349,1.126041
350,1.119456
351,1.112683
352,1.105751
353,1.09869
354,1.091536
355,1.084316
356,1.07706
357,1.069801
358,1.06257
359,1.055393
360,1.048294
361,1.041305
362,1.03445
363,1.027757
364,1.02125
365,1.014951
366,1.008881
367,1.003066
368,0.9975222
369,0.9922657
370,0.9873169
371,0.9826876
372,0.9783949
373,0.9744507
374,0.9708652
375,0.9676464
376,0.9648037
377,0.9623386
378,0.9602646
379,0.9585826
380,0.9572914
381,0.9563952
382,0.955891
383,0.955776
384,0.9560451
385,0.9566957
386,0.9577256
387,0.9591272
388,0.9608951
389,0.9630135
390,0.9654729
391,0.9682556
392,0.9713576
393,0.9747639
394,0.9784584
395,0.9824283
396,0.9866579
397,0.9911302
398,0.9958311
399,1.000746
400,1.005859
401,1.011151
402,1.0166
403,1.022191
404,1.02791
405,1.033739
406,1.039657
407,1.045649
408,1.051696
409,1.057779
410,1.063889
411,1.070003
412,1.07611
413,1.082192
414,1.088235
415,1.094221
416,1.100132
417,1.10597
418,1.111705
419,1.117325
420,1.122825
421,1.128191
422,1.133415
423,1.138483
424,1.14339
425,1.148121
426,1.152668
427,1.157025
428,1.161182
429,1.165137
430,1.16888
431,1.172407
432,1.175713
433,1.178794
434,1.18164
435,1.184249
436,1.186618
437,1.188746
438,1.190633
439,1.192286
440,1.193693
441,1.194854
442,1.195769
443,1.196442
444,1.196862
445,1.197046
446,1.196996
447,1.196715
448,1.196208
449,1.19548
450,1.194535
451,1.193378
452,1.192018
453,1.190459
454,1.188711
455,1.186784
456,1.184686
457,1.182421
458,1.180015
459,1.177465
460,1.174781
461,1.171975
462,1.16906
463,1.166042
464,1.162939
465,1.159759
466,1.156517
467,1.153229
468,1.149909
469,1.146566
470,1.143215
471,1.139867
472,1.13654
473,1.133245
474,1.130005
475,1.126821
476,1.123706
477,1.120674
478,1.117736
479,1.114901
480,1.112183
481,1.109596
482,1.10715
483,1.104854
484,1.102717
485,1.100742
486,1.098948
487,1.097338
488,1.095919
489,1.094695
490,1.093673
491,1.092854
492,1.092247
493,1.091857
494,1.091681
495,1.091719
496,1.09197
497,1.092436
498,1.093118
499,1.09401
500,1.095111
501,1.096417
502,1.097926
503,1.099627
504,1.101515
505,1.103585
506,1.105828
507,1.108237
508,1.110798
509,1.113507
510,1.116352
511,1.119324
512,1.122412
513,1.125604
514,1.128888
515,1.132253
516,1.135689
517,1.13918
518,1.142717
519,1.146289
520,1.149883
521,1.153487
522,1.15709
523,1.160678
524,1.164241
525,1.167766
526,1.171241
527,1.174657
528,1.178001
529,1.181268
530,1.184446
531,1.187528
532,1.190506
533,1.193371
534,1.196115
535,1.198735
536,1.201225
537,1.20358
538,1.205792
539,1.207863
540,1.209787
541,1.21156
542,1.21318
543,1.214649
544,1.215964
545,1.217124
546,1.218129
547,1.218984
548,1.219689
549,1.220248
550,1.220659
551,1.22093
552,1.22106
553,1.221056
554,1.22092
555,1.220666
556,1.220293
557,1.219808
558,1.219213
559,1.218521
560,1.217738
561,1.216865
562,1.215917
563,1.214895
564,1.213811
565,1.212671
566,1.211479
567,1.210249
568,1.208986
569,1.2077
570,1.206392
571,1.205071
572,1.203748
573,1.202429
574,1.201121
575,1.199829
576,1.19856
577,1.197321
578,1.196117
579,1.194952
580,1.193832
581,1.192763
582,1.19175
583,1.190797
584,1.189912
