cd-rfile,
Iteration,cd
"(""Iteration""",cd)
1,2.068286
2,2.631718
3,3.07394
4,3.325196
5,3.450624
6,3.490256
7,3.453528
8,3.312969
9,3.083644
10,2.820983
11,2.576981
12,2.37404
13,2.213929
14,2.087923
15,1.985594
16,1.891191
17,1.796163
18,1.692867
19,1.582874
20,1.467351
21,1.348316
22,1.228023
23,1.109163
24,0.9936922
25,0.8833231
26,0.7791805
27,0.6815835
28,0.5905688
29,0.5063261
30,0.4284254
31,0.3567326
32,0.2909478
33,0.2307909
34,0.1756972
35,0.1254113
36,0.07968561
37,0.03822612
38,0.000893031
39,-0.03272863
40,-0.06261057
41,-0.08895715
42,-0.1119069
43,-0.1316532
44,-0.1483257
45,-0.1622069
46,-0.1735032
47,-0.1823904
48,-0.1891836
49,-0.1941176
50,-0.1974204
51,-0.1993704
52,-0.2007969
53,-0.2011132
54,-0.2005051
55,-0.1991218
56,-0.1970953
57,-0.1945028
58,-0.1914008
59,-0.1877434
60,-0.1837069
61,-0.1793196
62,-0.1746236
63,-0.1696495
64,-0.1644073
65,-0.1588891
66,-0.1530972
67,-0.1470134
68,-0.1406115
69,-0.1338956
70,-0.1268172
71,-0.1193069
72,-0.1113884
73,-0.1030473
74,-0.09429473
75,-0.08511713
76,-0.07548234
77,-0.06545754
78,-0.05500788
79,-0.04410834
80,-0.03284704
81,-0.02125607
82,-0.009367185
83,0.002782701
84,0.01515512
85,0.02769351
86,0.04035117
87,0.05308169
88,0.06581715
89,0.07851817
90,0.09113646
91,0.1036145
92,0.1159256
93,0.1280191
94,0.1398475
95,0.1513903
96,0.1626042
97,0.1735391
98,0.1840923
99,0.1942471
100,0.2040034
101,0.213325
102,0.2222025
103,0.2306276
104,0.2385962
105,0.2461043
106,0.2531475
107,0.259736
108,0.2658555
109,0.2715017
110,0.2766756
111,0.2813878
112,0.2856106
113,0.2893553
114,0.2926196
115,0.2954065
116,0.2976948
117,0.2994787
118,0.3007496
119,0.3015021
120,0.3017328
121,0.3014347
122,0.3006027
123,0.2992318
124,0.297319
125,0.29486
126,0.2918505
127,0.2882976
128,0.2842056
129,0.2795804
130,0.2744363
131,0.2687823
132,0.2626292
133,0.2559944
134,0.2488977
135,0.2413626
136,0.2334159
137,0.2251248
138,0.2164764
139,0.2075067
140,0.1982478
141,0.1887445
142,0.1790364
143,0.169183
144,0.1592036
145,0.1491532
146,0.1390754
147,0.1290213
148,0.1190388
149,0.1091729
150,0.09947115
151,0.08997791
152,0.08072524
153,0.07176562
154,0.06313584
155,0.05487169
156,0.04700821
157,0.03957634
158,0.03260513
159,0.0261199
160,0.0201421
161,0.01468999
162,0.009779153
163,0.005420697
164,0.001625282
165,-0.001604403
166,-0.004266044
167,-0.006361695
168,-0.007895798
169,-0.008874956
170,-0.009309424
171,-0.009209787
172,-0.008594397
173,-0.007478161
174,-0.005877479
175,-0.003818064
176,-0.001327988
177,0.00157698
178,0.004873387
179,0.008533589
180,0.01253209
181,0.01684182
182,0.02143869
183,0.02629839
184,0.03139763
185,0.03670919
186,0.04222163
187,0.04789401
188,0.05370395
189,0.05962897
190,0.06564603
191,0.0717359
192,0.07787763
193,0.08405168
194,0.09023697
195,0.09641331
196,0.1025626
197,0.10867
198,0.1147173
199,0.1206926
200,0.1265815
201,0.1323699
202,0.138044
203,0.1435908
204,0.1489956
205,0.1542539
206,0.1593448
207,0.1642591
208,0.1689864
209,0.1735168
210,0.1778386
211,0.1819453
212,0.1858294
213,0.1894827
214,0.1928973
