cd-rfile,
Iteration,cd
"(""Iteration""",cd)
1,1.316158276
2,1.501628406
3,1.63512084
4,1.666460229
5,1.645284967
6,1.586309563
7,1.496590599
8,1.382491773
9,1.249360515
10,1.113029784
11,0.988184773
12,0.881424998
13,0.801049161
14,0.72730195
15,0.656001918
16,0.59721272
17,0.539685984
18,0.483535816
19,0.429710226
20,0.379214662
21,0.332156938
22,0.288460728
23,0.247757218
24,0.210024327
25,0.175029554
26,0.142616935
27,0.11277406
28,0.085322197
29,0.060189956
30,0.037264652
31,0.016460621
32,-0.00224516
33,-0.018885227
34,-0.033467619
35,-0.046035336
36,-0.056628125
37,-0.065508723
38,-0.07223761
39,-0.077341706
40,-0.080437983
41,-0.082119636
42,-0.082201327
43,-0.080794264
44,-0.078022353
45,-0.074027247
46,-0.06893989
47,-0.062917259
48,-0.056105818
49,-0.048657528
50,-0.040735823
51,-0.032481127
52,-0.024032938
53,-0.015524446
54,-0.007099188
55,0.001137423
56,0.009104309
57,0.016692533
58,0.023821709
59,0.030428181
60,0.036462485
61,0.041890027
62,0.046686485
63,0.05084208
64,0.054351757
65,0.057229345
66,0.059487098
67,0.061146695
68,0.062243267
69,0.062816628
70,0.062900905
71,0.062543154
72,0.061796895
73,0.060705727
74,0.059319297
75,0.057694387
76,0.055869337
77,0.053903663
78,0.051841075
79,0.049730239
80,0.047613703
81,0.045530268
82,0.043515335
83,0.041601204
84,0.039816456
85,0.038179737
86,0.036705705
87,0.03541564
88,0.034310233
89,0.03340689
90,0.032705868
91,0.03220858
92,0.031909895
93,0.031813152
94,0.031906167
95,0.032174221
96,0.032593698
97,0.033164381
98,0.033855293
99,0.034654195
100,0.035541165
101,0.036498023
102,0.037504002
103,0.038540623
104,0.039589375
105,0.040631992
106,0.041648651
107,0.04262517
108,0.043544342
109,0.044392523
110,0.045152687
111,0.045815423
112,0.046369345
113,0.046804908
114,0.047114154
115,0.047292565
116,0.047334674
117,0.04724165
118,0.047009403
119,0.046638991
120,0.046131221
121,0.045491413
122,0.044725661
123,0.043842901
124,0.042849693
125,0.041758346
126,0.040576167
127,0.039313724
128,0.037982173
129,0.036594574
130,0.035163858
131,0.033703433
132,0.032225323
133,0.030743313
134,0.029271195
135,0.027821455
136,0.026405072
137,0.025032491
138,0.023715501
139,0.022462494
140,0.021278441
141,0.020174572
142,0.019157293
143,0.018231105
144,0.017400214
145,0.016668076
146,0.016035633
147,0.015502976
148,0.01506891
149,0.014730512
150,0.014485117
151,0.01433091
152,0.014262733
153,0.014273678
154,0.01435689
155,0.014507296
156,0.014717733
157,0.014981613
158,0.015291913
159,0.015640895
160,0.016019928
161,0.016422142
162,0.016839907
163,0.017266063
164,0.017694482
165,0.018118941
166,0.018534246
167,0.018934549
168,0.019313948
169,0.019669576
170,0.019995504
171,0.020291326
172,0.020553414
173,0.020779891
174,0.020970561
175,0.021123753
176,0.021240517
177,0.021321525
178,0.021368309
179,0.021382597
180,0.021366673
181,0.021322254
182,0.021252348
183,0.021159974
184,0.021049826
185,0.020925355
186,0.020790531
187,0.020649665
188,0.020507565
189,0.02036762
190,0.020234661
191,0.020112988
192,0.020005968
193,0.019917337
194,0.019850102
195,0.019809
196,0.019796434
197,0.019814359
198,0.019864645
199,0.019949637
200,0.020070601
201,0.020227606
202,0.020420988
203,0.02064995
204,0.020914384
205,0.02121247
206,0.021542588
207,0.021902411
208,0.022288928
209,0.022699663
210,0.023131354
211,0.02358012
212,0.024042291
213,0.02451126
214,0.024985071
