cl-rfile,
Iteration,cl
"(""Iteration""",cl)
5000,1.015692
5001,1.012176
5002,1.012224
5003,1.01227
5004,1.012315
5005,1.012359
5006,1.012404
5007,1.012449
5008,1.012494
5009,1.012539
5010,1.012585
5011,1.012633
5012,1.012683
5013,1.012731
5014,1.012776
5015,1.012822
5016,1.012868
5017,1.012915
5018,1.01296
5019,1.013001
5020,1.01304
5021,1.013079
5022,1.01311
5023,1.013138
5024,1.013161
5025,1.013176
5026,1.013182
5027,1.013175
5028,1.013157
5029,1.013121
5030,1.01307
5031,1.012998
5032,1.012905
5033,1.012788
5034,1.01265
5035,1.012487
5036,1.012297
5037,1.012079
5038,1.011837
5039,1.011568
5040,1.011272
5041,1.010952
5042,1.010606
5043,1.010241
5044,1.00986
5045,1.009463
5046,1.009057
5047,1.008648
5048,1.008237
5049,1.007835
5050,1.007441
5051,1.007066
5052,1.006706
5053,1.006374
5054,1.006076
5055,1.00582
5056,1.005607
5057,1.005444
5058,1.005337
5059,1.005287
5060,1.0053
5061,1.005378
5062,1.005527
5063,1.00575
5064,1.006043
5065,1.006414
5066,1.006862
5067,1.00739
5068,1.007996
5069,1.008682
5070,1.00945
5071,1.0103
5072,1.011229
5073,1.012239
5074,1.013322
5075,1.01448
5076,1.015709
5077,1.017009
5078,1.018377
5079,1.01981
5080,1.021305
5081,1.022855
5082,1.024457
5083,1.026104
5084,1.027789
5085,1.029505
5086,1.031245
5087,1.032997
5088,1.034749
5089,1.036496
5090,1.038224
5091,1.039919
5092,1.041571
5093,1.043169
5094,1.044701
5095,1.046153
5096,1.047508
5097,1.048752
5098,1.049871
5099,1.05085
5100,1.051674
5101,1.052332
5102,1.05281
5103,1.053097
5104,1.053182
5105,1.053055
5106,1.052706
5107,1.052133
5108,1.051325
5109,1.05028
5110,1.048996
5111,1.047473
5112,1.045711
5113,1.043712
5114,1.04148
5115,1.039024
5116,1.036351
5117,1.033471
5118,1.030395
5119,1.027134
5120,1.023705
5121,1.020119
5122,1.0164
5123,1.012558
5124,1.008615
5125,1.004591
5126,1.000507
5127,0.9963824
5128,0.9922354
5129,0.9880863
5130,0.9839544
5131,0.9798599
5132,0.9758239
5133,0.9718601
5134,0.9679886
5135,0.9642283
5136,0.9605979
5137,0.9571142
5138,0.9537929
5139,0.9506497
5140,0.9476991
5141,0.9449511
5142,0.9424221
5143,0.9401226
5144,0.9380625
5145,0.9362521
5146,0.9347041
5147,0.9334269
5148,0.9324273
5149,0.9317213
5150,0.9313098
5151,0.9312064
5152,0.931414
5153,0.9319336
5154,0.9327808
5155,0.9339468
5156,0.9354375
5157,0.9372555
5158,0.9393989
5159,0.9418693
5160,0.9446692
5161,0.9477954
5162,0.951247
5163,0.9550183
5164,0.9591046
5165,0.9635015
5166,0.9681991
5167,0.97319
5168,0.9784675
5169,0.9840155
5170,0.9898234
5171,0.9958756
5172,1.002159
5173,1.008657
5174,1.015354
5175,1.022228
5176,1.029261
5177,1.036433
5178,1.043719
5179,1.051097
5180,1.058547
5181,1.066041
5182,1.073557
5183,1.081069
5184,1.088551
5185,1.095974
5186,1.103318
5187,1.110553
5188,1.117651
5189,1.124585
5190,1.131329
5191,1.137856
5192,1.144141
5193,1.150157
5194,1.155876
5195,1.161275
5196,1.166329
5197,1.171012
5198,1.175303
5199,1.179176
5200,1.182614
5201,1.185595
5202,1.188101
5203,1.190109
5204,1.191612
5205,1.192591
5206,1.193031
5207,1.192921
5208,1.192253
5209,1.191018
5210,1.189212
5211,1.18683
5212,1.183866
5213,1.180335
5214,1.176234
5215,1.171568
5216,1.166367
5217,1.160619
5218,1.154337
5219,1.147524
5220,1.140211
5221,1.132416
5222,1.124164
5223,1.115483
5224,1.106398
5225,1.096937
5226,1.08713
5227,1.077029
5228,1.066652
5229,1.056036
5230,1.045221
5231,1.034245
5232,1.02315
5233,1.011981
5234,1.000778
5235,0.9895902
5236,0.9784566
5237,0.9674247
5238,0.9565402
5239,0.9458491
5240,0.9353931
5241,0.9252206
5242,0.9153734
5243,0.9058964
5244,0.8968304
5245,0.8882182
5246,0.8801015
5247,0.872515
5248,0.8654945
5249,0.8590755
5250,0.8532942
5251,0.8481789
5252,0.8437598
5253,0.8400653
5254,0.8371205
5255,0.8349448
5256,0.8335577
5257,0.8329748
5258,0.8332224
5259,0.8343179
5260,0.8362481
5261,0.8390206
5262,0.8426383
5263,0.8470974
5264,0.8523958
5265,0.8585253
5266,0.865467
5267,0.8732224
5268,0.8817663
5269,0.8910772
5270,0.9011318
5271,0.9119071
5272,0.9233698
5273,0.9354883
5274,0.9482278
5275,0.9615558
5276,0.9754277
5277,0.9897977
5278,1.004626
5279,1.019869
5280,1.035475
5281,1.051394
5282,1.067577
5283,1.083967
5284,1.100507
5285,1.117146
5286,1.13383
5287,1.150502
5288,1.167105
5289,1.183582
5290,1.199876
5291,1.215928
5292,1.231687
5293,1.247096
5294,1.262105
5295,1.276658
5296,1.290704
5297,1.304199
5298,1.317094
5299,1.329339
5300,1.340896
5301,1.35173
5302,1.361807
5303,1.371081
5304,1.379533
5305,1.387132
5306,1.393866
5307,1.3997
5308,1.404614
5309,1.408603
5310,1.411645
5311,1.413735
5312,1.414871
5313,1.415063
5314,1.414307
5315,1.412612
5316,1.409992
5317,1.406458
5318,1.402036
5319,1.396748
5320,1.390616
5321,1.383674
5322,1.375958
5323,1.367505
5324,1.358352
5325,1.348547
5326,1.33818
5327,1.327245
5328,1.315791
5329,1.303869
5330,1.291538
5331,1.278857
5332,1.265882
5333,1.252669
5334,1.239283
5335,1.225783
5336,1.212224
5337,1.198673
5338,1.185192
5339,1.171837
5340,1.158667
5341,1.14574
5342,1.13311
5343,1.120833
5344,1.108961
5345,1.097541
5346,1.086615
5347,1.07623
5348,1.066425
5349,1.057236
5350,1.048699
5351,1.040837
5352,1.033695
5353,1.027285
5354,1.021626
5355,1.016735
5356,1.012628
5357,1.009313
5358,1.006796
5359,1.005078
5360,1.004164
5361,1.004047
5362,1.004722
5363,1.006181
5364,1.008413
5365,1.011399
5366,1.015124
5367,1.019563
5368,1.024697
5369,1.030498
5370,1.036944
5371,1.044002
5372,1.051644
5373,1.059839
5374,1.068553
5375,1.07776
5376,1.087426
5377,1.097513
5378,1.10799
5379,1.118846
5380,1.130021
5381,1.141477
5382,1.153179
5383,1.165094
5384,1.177193
5385,1.189438
5386,1.201798
5387,1.214242
5388,1.226738
5389,1.239256
5390,1.251763
5391,1.264238
5392,1.276645
5393,1.288956
5394,1.301145
5395,1.313187
5396,1.325055
5397,1.336725
5398,1.348168
5399,1.359365
5400,1.370283
5401,1.380908
5402,1.391221
5403,1.4012
5404,1.410825
5405,1.420078
5406,1.428942
5407,1.437396
5408,1.445426
5409,1.453014
5410,1.460146
5411,1.466808
5412,1.472983
5413,1.478661
5414,1.483831
5415,1.488489
5416,1.49262
5417,1.496218
5418,1.499277
5419,1.501789
5420,1.503749
5421,1.505163
5422,1.506025
5423,1.506341
5424,1.506108
5425,1.505337
5426,1.504031
5427,1.502207
5428,1.499872
5429,1.49704
5430,1.493729
5431,1.489954
5432,1.485729
5433,1.481079
5434,1.476022
5435,1.470586
5436,1.464789
5437,1.458664
5438,1.452239
5439,1.445544
5440,1.438611
5441,1.431468
5442,1.424145
5443,1.416681
5444,1.409107
5445,1.401456
5446,1.393764
5447,1.386065
5448,1.378394
5449,1.370785
5450,1.363267
5451,1.355878
5452,1.348645
5453,1.3416
5454,1.334771
5455,1.328191
5456,1.321883
5457,1.315872
5458,1.310184
5459,1.304841
5460,1.29986
5461,1.295263
5462,1.291067
5463,1.287283
5464,1.283924
5465,1.280999
5466,1.27852
5467,1.276489
5468,1.274915
5469,1.273798
5470,1.273141
5471,1.272943
5472,1.273201
5473,1.273911
5474,1.27507
5475,1.276664
5476,1.278685
5477,1.281121
5478,1.283962
5479,1.287194
5480,1.290804
5481,1.294774
5482,1.299088
5483,1.303729
5484,1.308679
5485,1.313918
5486,1.319427
5487,1.325188
5488,1.331179
5489,1.33738
5490,1.343762
5491,1.35031
5492,1.357001
5493,1.363815
5494,1.370727
5495,1.377717
5496,1.384762
5497,1.391838
5498,1.398926
5499,1.406002
5500,1.413061
5501,1.420066
5502,1.427006
5503,1.433858
5504,1.440598
5505,1.447209
5506,1.453673
5507,1.459971
5508,1.466086
5509,1.472005
5510,1.47771
5511,1.483191
5512,1.488436
5513,1.493425
5514,1.498149
5515,1.502599
5516,1.506767
5517,1.510644
5518,1.514223
5519,1.517496
5520,1.520461
5521,1.523116
5522,1.525454
5523,1.527472
5524,1.529168
5525,1.530547
5526,1.531608
5527,1.53235
5528,1.532783
5529,1.532907
5530,1.53273
