cl-rfile,
Iteration,cl
"(""Iteration""",cl)
1,1.262782949
2,1.910798459
3,2.425686862
4,2.73821289
5,2.918121534
6,2.982852796
7,2.946973452
8,2.822139132
9,2.654659853
10,2.486608454
11,2.339398927
12,2.219765747
13,2.146756676
14,2.064821965
15,2.006887144
16,1.949584328
17,1.886921049
18,1.817290383
19,1.741572187
20,1.660796434
21,1.576606276
22,1.490743035
23,1.404444294
24,1.318608564
25,1.233522016
26,1.149626923
27,1.067114509
28,0.986064487
29,0.906545414
30,0.828628022
31,0.752327021
32,0.678054151
33,0.6054881
34,0.535050914
35,0.466883626
36,0.401104481
37,0.337867387
38,0.277416172
39,0.219878143
40,0.168501986
41,0.116820964
42,0.071433304
43,0.025801541
44,-0.013740577
45,-0.050591829
46,-0.084917567
47,-0.116793891
48,-0.146345639
49,-0.173733178
50,-0.199037266
51,-0.222353804
52,-0.243715537
53,-0.263269707
54,-0.281147601
55,-0.297321693
56,-0.311835349
57,-0.324720655
58,-0.336004405
59,-0.345700794
60,-0.353822176
61,-0.36035841
62,-0.365319561
63,-0.368669118
64,-0.370382975
65,-0.370425648
66,-0.368777184
67,-0.365405508
68,-0.36027652
69,-0.353368489
70,-0.344591488
71,-0.334007808
72,-0.321617189
73,-0.307412924
74,-0.291413133
75,-0.273640608
76,-0.254112929
77,-0.232896497
78,-0.210050351
79,-0.185643133
80,-0.159753432
81,-0.13248704
82,-0.103926332
83,-0.074188343
84,-0.043405217
85,-0.011706638
86,0.020769904
87,0.053870421
88,0.087441557
89,0.121327473
90,0.155369336
91,0.189387329
92,0.223249044
93,0.256798125
94,0.289877352
95,0.32233306
96,0.354006105
97,0.384799453
98,0.414546106
99,0.443130426
100,0.47044014
101,0.496373581
102,0.520841834
103,0.543765471
104,0.565070856
105,0.584707668
106,0.60264159
107,0.618827676
108,0.633245982
109,0.645845
110,0.656671614
111,0.665730206
112,0.673031147
113,0.678608707
114,0.682486327
115,0.684701181
116,0.685300664
117,0.684338176
118,0.681870811
119,0.677968082
120,0.672684143
121,0.666099405
122,0.658289126
123,0.649334794
124,0.639318564
125,0.628311942
126,0.616399999
127,0.60366561
128,0.590185579
129,0.576045318
130,0.561319082
131,0.546086113
132,0.530418632
133,0.514389351
134,0.498068099
135,0.481523511
136,0.464815718
137,0.448009149
138,0.43116526
139,0.414329369
140,0.397567367
141,0.380928731
142,0.364463023
143,0.348210196
144,0.332214941
145,0.316515006
146,0.301146588
147,0.286145697
148,0.271549476
149,0.257387669
150,0.243688341
151,0.230483492
152,0.217792251
153,0.205646955
154,0.194069285
155,0.183087807
156,0.172727921
157,0.163005058
158,0.153942217
159,0.145558351
160,0.137875203
161,0.130911516
162,0.124683745
163,0.119211237
164,0.114506885
165,0.11059331
166,0.107476923
167,0.10517348
168,0.103690254
169,0.103035402
170,0.103208167
171,0.10422429
172,0.106082131
173,0.108771075
174,0.112291578
175,0.116636593
176,0.121795662
177,0.127754728
178,0.134496562
179,0.141999094
180,0.150245004
181,0.159201949
182,0.168838463
183,0.179125462
184,0.190024958
185,0.201496669
186,0.213498948
187,0.225990835
188,0.238925359
189,0.25225262
190,0.265925257
191,0.27988736
192,0.294087265
193,0.308462068
194,0.322960319
195,0.337527043
196,0.352106957
197,0.366642656
198,0.381080384
199,0.395365799
200,0.409438021
201,0.423246515
202,0.43673648
203,0.449856596
204,0.462561196
205,0.474805369
206,0.486541906
207,0.497727777
208,0.508326927
209,0.51830112
210,0.527620762
211,0.536255717
212,0.544179879
213,0.551369824
214,0.557809183
215,0.563477779
216,0.568364163
217,0.572460768
218,0.575760787
219,0.578265677
220,0.579974196
221,0.580896709
222,0.581035117
223,0.580408682
224,0.57902649
225,0.576910976
226,0.574080522
227,0.570554078
228,0.566362063
229,0.56153258
230,0.556097409
231,0.550092078
232,0.5435484
233,0.536506249
234,0.529000984
235,0.52107472
236,0.512765474
237,0.504105671
238,0.495150451
239,0.485942674
240,0.476528339
241,0.466951464
242,0.457253228
243,0.447483345
244,0.437678731
245,0.42788305
246,0.41813924
247,0.408483542
248,0.398958492
249,0.389597887
250,0.380437558
251,0.37151481
252,0.362862347
253,0.354509553
254,0.346485901
255,0.338819387
256,0.331536143
257,0.324659051
258,0.318203089
259,0.312191891
260,0.306638386
261,0.301560363
262,0.296965538
263,0.292863182
264,0.28926174
265,0.286167816
266,0.283582498
267,0.281510453
268,0.279948796
269,0.278896175
270,0.278348179
271,0.278298564
272,0.278737251
273,0.279659292
274,0.281055028
275,0.28291015
276,0.285211373
277,0.287945589
278,0.29109708
279,0.29465384
280,0.298598654
281,0.302912897
282,0.307580335
283,0.312579069
284,0.317892807
285,0.323498842
286,0.329381449
287,0.335519098
288,0.34189016
289,0.348469708
290,0.355237904
291,0.362172322
292,0.369250529
293,0.376451417
294,0.383748786
295,0.391124153
296,0.398553221
297,0.406009657
298,0.413474852
299,0.420925246
300,0.428338351
301,0.43569392
302,0.442967795
303,0.450138085
304,0.45718209
305,0.46408172
306,0.470817218
307,0.47736381
308,0.483707877
309,0.489828334
310,0.495704106
311,0.501323249
312,0.506667024
313,0.511721837
314,0.516475557
315,0.520912872
316,0.525023975
317,0.52879472
318,0.532214531
319,0.535278849
320,0.537984363
321,0.540320431
322,0.542282152
323,0.54386525
324,0.545070395
325,0.545898319
326,0.546352859
327,0.546434645
328,0.546146977
329,0.54549429
330,0.544489254
331,0.543130936
332,0.541438581
333,0.539418189
334,0.537080409
335,0.534442694
336,0.531519371
337,0.528325169
338,0.524876701
339,0.521195172
340,0.517295981
341,0.513197656
342,0.508919966
343,0.50448159
344,0.499900546
345,0.495200616
346,0.490404667
347,0.485537593
348,0.480625053
349,0.475682975
350,0.470735157
351,0.46579885
352,0.46090144
353,0.456058223
354,0.451290981
355,0.446619575
356,0.442065855
357,0.437646632
358,0.433380879
359,0.429287286
360,0.425382794
361,0.421682042
362,0.41820052
363,0.414948899
364,0.411941473
365,0.409186335
366,0.406696204
367,0.40447865
368,0.402540541
369,0.400892033
370,0.399535709
371,0.398474588
372,0.397709467
373,0.39724183
374,0.397075652
375,0.397209473
376,0.39764005
377,0.398362641
378,0.399372871
379,0.400664042
380,0.402230256
381,0.404062737
382,0.406153239
383,0.408490698
384,0.411065308
385,0.413865761
386,0.416882305
387,0.420099741
388,0.423504318
389,0.427085047
390,0.430825956
391,0.43471264
392,0.4387281
393,0.442858163
394,0.447087407
395,0.451400998
396,0.455783939
397,0.46021985
398,0.464692144
399,0.469183695
400,0.473681793
401,0.478171497
402,0.482638411
403,0.487065449
404,0.491440741
405,0.495747504
406,0.499972433
407,0.5041034
408,0.508127588
409,0.512035272
410,0.515814779
411,0.519454541
412,0.522947281
413,0.526283431
414,0.529454015
415,0.53245299
416,0.535271704
417,0.537903104
418,0.54034388
419,0.542588169
420,0.544631884
421,0.546474301
422,0.548108196
423,0.549537934
424,0.550759344
425,0.551778415
426,0.552592183
427,0.553202616
428,0.553610372
429,0.553822477
430,0.553839454
431,0.553669235
432,0.553311811
433,0.552773233
434,0.552061198
435,0.551182441
436,0.550145322
437,0.548956791
438,0.54762371
439,0.546156062
440,0.544563726
441,0.542854584
442,0.541041215
443,0.539131088
444,0.537131939
445,0.535051103
446,0.532903192
447,0.530702722
448,0.528453842
449,0.526168155
450,0.523854545
451,0.521527445
452,0.519190877
453,0.516859332
454,0.514543992
455,0.512248556
456,0.509985644
457,0.507765547
458,0.505598536
459,0.503490754
460,0.501448739
461,0.499482238
462,0.497597329
463,0.495804015
464,0.494103481
465,0.492507464
466,0.491016797
467,0.489640833
468,0.488380548
469,0.487244179
470,0.486234835
471,0.485354067
472,0.484606675
473,0.483993678
474,0.483516234
475,0.483173012
476,0.482967628
477,0.482902825
478,0.482974522
479,0.483181078
480,0.4835255
481,0.484007871
482,0.484621863
483,0.485368222
484,0.486239475
485,0.487235014
486,0.48835199
487,0.489582986
488,0.490927001
489,0.492377943
490,0.49393149
491,0.495582219
492,0.497328277
493,0.499158091
494,0.501066526
495,0.50305032
496,0.505101073
497,0.507215181
498,0.509384012
499,0.511597835
500,0.51384884
501,0.516134224
502,0.518445117
503,0.520779033
504,0.523126504
505,0.52548063
506,0.527833426
507,0.530178382
508,0.532509059
509,0.534821034
510,0.537106372
511,0.539357244
512,0.5415663
513,0.543731441
514,0.545844555
515,0.547903663
516,0.549900536
517,0.55182971
518,0.553689511
519,0.555472775
520,0.557179084
521,0.558799794
522,0.560337019
523,0.561783597
524,0.563139749
525,0.564400512
526,0.565565456
527,0.566630763
528,0.567596627
529,0.568461165
530,0.569225015
531,0.569887168
532,0.570448906
533,0.570907601
534,0.571265249
535,0.571524632
536,0.571686719
