cd-rfile,
Iteration,cd
"(""Iteration""",cd)
1,1.782371273
2,2.201203961
3,2.523919466
4,2.692724251
5,2.761888189
6,2.76331935
7,2.701899125
8,2.531735552
9,2.352393985
10,2.151303781
11,1.989159821
12,1.817274572
13,1.670509468
14,1.552826077
15,1.454959853
16,1.365221208
17,1.276374792
18,1.187865103
19,1.100576571
20,1.0141468
21,0.929114657
22,0.845957364
23,0.765652619
24,0.688772985
25,0.615789686
26,0.546793436
27,0.48190741
28,0.421032441
29,0.364042358
30,0.310836527
31,0.261244317
32,0.215168903
33,0.172336069
34,0.132735896
35,0.096223158
36,0.062780118
37,0.03230061
38,0.00472911
39,-0.019985423
40,-0.041902481
41,-0.061083784
42,-0.077659605
43,-0.091713502
44,-0.10341473
45,-0.112918093
46,-0.1203889
47,-0.12602126
48,-0.129978217
49,-0.13269417
50,-0.133812464
51,-0.134213882
52,-0.133674337
53,-0.132347689
54,-0.130372463
55,-0.127873151
56,-0.124972135
57,-0.121776345
58,-0.118367944
59,-0.114825699
60,-0.111221023
61,-0.107580976
62,-0.103943064
63,-0.100283777
64,-0.096650129
65,-0.093054415
66,-0.089483996
67,-0.085939089
68,-0.082380617
69,-0.078783114
70,-0.075101205
71,-0.071299305
72,-0.067342724
73,-0.063197373
74,-0.058825534
75,-0.054215785
76,-0.049307283
77,-0.044097609
78,-0.038567072
79,-0.03270425
80,-0.026496586
81,-0.019931945
82,-0.013051902
83,-0.005840445
84,0.001690238
85,0.009523622
86,0.01767172
87,0.026075259
88,0.034706488
89,0.043535318
90,0.052531504
91,0.061664824
92,0.070883196
93,0.080146227
94,0.089440651
95,0.098725674
96,0.10796439
97,0.117119666
98,0.126152692
99,0.135019273
100,0.143691163
101,0.152131172
102,0.160304379
103,0.168189325
104,0.175745602
105,0.182936244
106,0.189746942
107,0.196145304
108,0.202100409
109,0.207594483
110,0.21260575
111,0.217114741
112,0.221101031
113,0.224556942
114,0.227455014
115,0.229787991
116,0.231544758
117,0.232723202
118,0.233316944
119,0.233327146
120,0.232752387
121,0.231593361
122,0.229865736
123,0.227577566
124,0.224743421
125,0.221398835
126,0.217540368
127,0.213188734
128,0.208367152
129,0.203099888
130,0.197411633
131,0.191334888
132,0.184884382
133,0.178110758
134,0.171049438
135,0.163740989
136,0.156213336
137,0.148512251
138,0.140670904
139,0.132727812
140,0.12472084
141,0.116694282
142,0.108680264
143,0.100715056
144,0.092833344
145,0.085067564
146,0.077451574
147,0.070020347
148,0.062802942
149,0.05583438
150,0.049133371
151,0.04272256
152,0.036624654
153,0.030857348
154,0.025438497
155,0.020383337
156,0.015704398
157,0.011410762
158,0.007508839
159,0.004005683
160,0.000903159
161,-0.001798854
162,-0.004104488
163,-0.006012083
164,-0.007526857
165,-0.008654794
166,-0.009402762
167,-0.009782677
168,-0.009800728
169,-0.009475989
170,-0.00881724
171,-0.007837931
172,-0.006552344
173,-0.004977202
174,-0.003121183
175,-0.001004986
176,0.001356618
177,0.003948573
178,0.006757506
179,0.009761741
180,0.012947011
181,0.016297897
182,0.019798547
183,0.023433075
184,0.027187563
185,0.031048082
186,0.035000769
187,0.039026433
188,0.043117581
189,0.047259622
190,0.051441046
191,0.055654216
192,0.05988096
193,0.064106122
194,0.068322286
195,0.072518157
196,0.076680825
197,0.080802537
198,0.084885412
199,0.088905921
200,0.092853539
201,0.096719843
202,0.100495473
203,0.104171739
204,0.107735854
205,0.111184868
206,0.114512658
207,0.117706286
208,0.120763455
209,0.123680827
210,0.126446936
