cd-rfile,
Iteration,cd
"(""Iteration""",cd)
1,1.623465813
2,1.962536651
3,2.219241866
4,2.343262257
5,2.382621028
6,2.364636098
7,2.27921002
8,2.151943784
9,1.979267967
10,1.790334994
11,1.64258028
12,1.490426018
13,1.362361947
14,1.261060122
15,1.179214257
16,1.104500973
17,1.029671371
18,0.954196945
19,0.878224837
20,0.802983072
21,0.728639363
22,0.656625017
23,0.587685247
24,0.522356197
25,0.460913149
26,0.403356179
27,0.349615643
28,0.299630846
29,0.253281635
30,0.210432814
31,0.170852122
32,0.134370533
33,0.100843505
34,0.070152901
35,0.042193277
36,0.016919006
37,-0.005792958
38,-0.025990176
39,-0.043697018
40,-0.05900017
41,-0.07199148
42,-0.082724846
43,-0.091324692
44,-0.09789877
45,-0.102604631
46,-0.105584249
47,-0.107117769
48,-0.107089858
49,-0.106131696
50,-0.10415059
51,-0.101313935
52,-0.097781811
53,-0.093682165
54,-0.089165076
55,-0.084367986
56,-0.079400181
57,-0.074347299
58,-0.06932604
59,-0.064414184
60,-0.059674567
61,-0.055153187
62,-0.050897552
63,-0.046918793
64,-0.043224886
65,-0.039812183
66,-0.036666883
67,-0.033785375
68,-0.031120329
69,-0.028628634
70,-0.026270527
71,-0.023998047
72,-0.021765059
73,-0.019563266
74,-0.017325427
75,-0.015002381
76,-0.012562747
77,-0.009971048
78,-0.007196345
79,-0.004212865
80,-0.000998327
81,0.002460784
82,0.006178002
83,0.010170538
84,0.014428802
85,0.018923365
86,0.023679204
87,0.028692399
88,0.033950321
89,0.039406998
90,0.045074113
91,0.050935388
92,0.05696002
93,0.063121247
94,0.069390692
95,0.075774649
96,0.082170173
97,0.088587978
98,0.094990515
99,0.10134575
100,0.107619959
101,0.113782977
102,0.119802907
103,0.125648047
104,0.131298893
105,0.136713181
106,0.141873455
107,0.146732577
108,0.151269887
109,0.155442471
110,0.159257175
111,0.162689797
112,0.165723771
113,0.168339338
114,0.170523173
115,0.1722651
116,0.173555684
117,0.174386913
118,0.174754519
119,0.174655658
120,0.174093088
121,0.173069956
122,0.171594178
123,0.169672032
124,0.167315124
125,0.1645366
126,0.161353304
127,0.157783043
128,0.153845558
129,0.14956489
130,0.144963766
131,0.140069951
132,0.134908811
133,0.129512454
134,0.123912822
135,0.118139577
136,0.1122283
137,0.106205678
138,0.100107939
139,0.093966927
140,0.087815972
141,0.081686701
142,0.075610974
143,0.069617823
144,0.063737043
145,0.057993494
146,0.052412738
147,0.047017867
148,0.041830492
149,0.036862825
150,0.032142358
151,0.027683427
152,0.023499342
153,0.019598622
154,0.015994073
155,0.012692291
156,0.009696361
157,0.007011042
158,0.004633218
159,0.002564622
160,0.00080293
161,-0.000656041
162,-0.001818073
163,-0.002688645
164,-0.003275923
165,-0.003589823
166,-0.003639401
167,-0.003437016
168,-0.002992597
169,-0.002318317
170,-0.001425132
171,-0.00032698
172,0.000964161
173,0.00243853
174,0.004084366
175,0.005886078
176,0.007830326
177,0.009906431
178,0.012102966
179,0.014405742
180,0.016804662
181,0.019289425
182,0.021849105
183,0.024473352
184,0.027154728
185,0.029886014
186,0.032655014
187,0.035453932
188,0.038274416
189,0.041109011
190,0.04395008
191,0.046790498
192,0.049623348
193,0.05244182
194,0.055241793
195,0.058017782
196,0.060764012
197,0.06347513
198,0.066146081
199,0.068771709
200,0.071346805
201,0.073867517
202,0.076327087
203,0.078722108
204,0.081047786
205,0.083300381
206,0.085476127
207,0.087570762
208,0.089573794
209,0.091486631
210,0.093304449
