cd-rfile,
214,0.067849813
215,0.068734112
216,0.069547452
217,0.070285002
218,0.070942136
219,0.071514011
220,0.071996106
221,0.07238407
222,0.072673466
223,0.072861363
224,0.072944447
225,0.07292181
226,0.072790229
227,0.0725459
228,0.072190529
229,0.071724188
230,0.071145839
231,0.070456852
232,0.069658035
233,0.068751964
234,0.067742072
235,0.066632556
236,0.065426867
237,0.064130506
238,0.062747593
239,0.061284922
240,0.059750267
241,0.058145833
242,0.056483438
243,0.054770004
244,0.053013309
245,0.051222052
246,0.049405239
247,0.047571983
248,0.045730567
249,0.043890094
250,0.042059757
251,0.040247574
252,0.038462076
253,0.036710778
254,0.035001221
255,0.033341974
256,0.03173913
257,0.0302001
258,0.028730807
259,0.027336931
260,0.026023882
261,0.024796699
262,0.023659314
263,0.022615266
264,0.02166741
265,0.020818141
266,0.020069614
267,0.019423213
268,0.018880151
269,0.018441113
270,0.018105322
271,0.017873281
272,0.017743786
273,0.017714772
274,0.01778392
275,0.017948459
276,0.018205937
277,0.018552936
278,0.018985554
279,0.019501373
280,0.020095367
281,0.020763367
282,0.021502323
283,0.022306658
284,0.023172023
285,0.024093525
286,0.025065554
287,0.026082406
288,0.02714079
289,0.028234973
290,0.029360503
291,0.030511912
292,0.031684428
293,0.032873341
294,0.03407378
295,0.035281292
296,0.03649157
297,0.037698951
298,0.038899385
299,0.040089267
300,0.041264761
301,0.042421758
302,0.043556503
303,0.044665249
304,0.045744704
305,0.046791533
306,0.047802733
307,0.048775211
308,0.049706264
309,0.050592635
310,0.051433396
311,0.052226149
312,0.052968934
313,0.053659853
314,0.054296851
315,0.054878691
316,0.055404129
317,0.055872384
318,0.056282908
319,0.056634372
320,0.056926553
321,0.057158671
322,0.05733133
323,0.057444293
324,0.057498506
325,0.057494433
326,0.057432175
327,0.057312808
328,0.057137475
329,0.056906912
330,0.056623534
331,0.056287979
332,0.05590196
333,0.055467498
334,0.054985661
335,0.054458805
336,0.05389015
337,0.0532816
338,0.052634452
339,0.05195243
340,0.051238025
341,0.050493498
342,0.049721419
343,0.048925337
344,0.0481078
345,0.04727205
346,0.046421576
347,0.045559319
348,0.044688211
349,0.04381136
350,0.042932006
351,0.042053524
352,0.041179186
353,0.040311448
354,0.039454153
355,0.038610563
356,0.037782437
357,0.036973246
358,0.036185593
359,0.035421619
360,0.034684015
361,0.033975344
362,0.033297805
363,0.032653411
364,0.032044867
365,0.031474109
366,0.030943099
367,0.030452135
368,0.03000317
369,0.029596914
370,0.02923548
371,0.028919758
372,0.02865014
373,0.028426846
374,0.02825035
375,0.028121228
376,0.028039318
377,0.028004258
378,0.028016065
379,0.028073469
380,0.028176173
381,0.028322931
382,0.028513207
383,0.028745438
384,0.029018169
385,0.029329977
386,0.029679239
387,0.030064583
388,0.030484295
389,0.030935158
390,0.031416339
391,0.031925442
392,0.032459943
393,0.033017788
394,0.03359681
395,0.034194185
396,0.034807785
397,0.035435307
398,0.036073761
399,0.036721235
400,0.037374757
401,0.03803172
402,0.038689657
403,0.039345903
404,0.039997986
405,0.040643079
406,0.041279236
407,0.041903463
408,0.042514173
409,0.043109219
410,0.043686405
411,0.044243546
412,0.044778444
413,0.045288855
414,0.045773874
415,0.046230795
416,0.046658314
417,0.047054792
418,0.047418242
419,0.047749559
420,0.048046511
421,0.048307696
422,0.048532909
423,0.048721369
424,0.04887297
425,0.048986981
426,0.049063291
427,0.049100884
428,0.049100109
429,0.049061356
430,0.048985261
431,0.048871564
432,0.048721333
433,0.048535358
434,0.048314852
435,0.048060736
436,0.047773857
437,0.047454619
438,0.047105453
439,0.046727538
440,0.046322038
441,0.045891419
442,0.045436975
443,0.044960952
444,0.044465151
445,0.043951408
446,0.043421997
447,0.042878239
448,0.042322689
449,0.041757561
450,0.041185368
451,0.040608255
452,0.040028112
453,0.039447128
454,0.038868072
455,0.038292154
456,0.037721447
457,0.037158182
458,0.036604573
459,0.036063057
460,0.035535579
461,0.035023472
462,0.034528459
463,0.034051996
464,0.033596303
465,0.033162164
466,0.032751516
467,0.032364944
468,0.032003308
469,0.031667851
470,0.031359328
471,0.031078867
472,0.030827367
473,0.030604695
474,0.030411629
475,0.030248186
476,0.030115488
477,0.030012487
478,0.029939197
479,0.029894895
480,0.029879319
481,0.029891989
482,0.02993246
483,0.030000104
484,0.030094424
485,0.030213896
486,0.03035783
487,0.030524283
488,0.030712678
489,0.030921619
490,0.031150412
491,0.03139769
492,0.031661557
493,0.031940563
494,0.032233468
495,0.032538623
496,0.032854756
497,0.033179647
498,0.033511899
499,0.033850009
500,0.034192286
501,0.03453702
502,0.034883086
503,0.035228906
504,0.035573515
505,0.035915187
506,0.036252348
507,0.036583601
508,0.036907313
509,0.037223076
510,0.037529248
511,0.037824579
512,0.038107726
513,0.038377963
514,0.038634679
515,0.038876478
516,0.039103127
517,0.039313488
518,0.039507328
519,0.039684122
520,0.039843209
521,0.039984314
522,0.040107404
523,0.040211767
524,0.040298011
525,0.040365269
526,0.040413581
527,0.040443125
528,0.040454404
529,0.040446884
530,0.040421121
531,0.04037732
532,0.040316352
533,0.040239091
534,0.0401448
535,0.040034449
536,0.039908331
537,0.03976704
538,0.039611559
539,0.039442157
540,0.039259781
541,0.03906463
542,0.038858394
543,0.038641482
544,0.038414948
545,0.038179423
546,0.037935353
547,0.03768423
548,0.037426244
549,0.037162088
550,0.036893039
551,0.036620223
552,0.036343942
553,0.036064623
554,0.035783784
555,0.035501939
556,0.035219957
557,0.034938993
558,0.034659633
559,0.034382771
560,0.034109053
561,0.033839023
562,0.033573241
563,0.03331286
564,0.033058335
565,0.032810088
566,0.032568617
567,0.032334398
568,0.032107965
569,0.031890182
570,0.031681575
571,0.031482252
572,0.031293036
573,0.031114578
574,0.030946864
575,0.030790504
576,0.030645908
577,0.030512869
578,0.030391373
579,0.03028163
580,0.030183526
581,0.030097304
582,0.030023721
583,0.029962566
584,0.029913716
585,0.029876555
586,0.02985216
587,0.029839606
588,0.029838388
589,0.02984849
590,0.029869348
591,0.029901533
592,0.029944269
593,0.029997296
594,0.030060157
595,0.030132232
596,0.030213188
597,0.030302779
598,0.030400029
599,0.030504777
600,0.030616658
601,0.03073481
602,0.030858313
603,0.030986546
604,0.031119274
605,0.03125526
606,0.03139471
607,0.031536739
608,0.031680559
609,0.031825105
610,0.03196978
611,0.032114592
612,0.032258358
613,0.032400859
614,0.032541153
615,0.032678773
616,0.032813053
617,0.032942822
618,0.033068158
619,0.03318834
620,0.033302226
621,0.033409593
622,0.033510122
623,0.033603218
624,0.033688812
625,0.033766455
626,0.03383538
627,0.033896002
628,0.033947756
629,0.033990337
630,0.034022902
631,0.034045642
632,0.034058253
633,0.034060862
634,0.034053526
635,0.034035699
636,0.034007923
637,0.033970325
638,0.03392273
639,0.033865886
640,0.033799284
641,0.033723136
642,0.033637262
643,0.033542286
644,0.033438364
645,0.033326126
646,0.033205664
647,0.033077328
648,0.032941626
649,0.032799054
650,0.032649892
651,0.032494658
652,0.032333727
653,0.032167446
654,0.031996594
655,0.031821858
656,0.031643138
657,0.031461442
658,0.031277
659,0.03109037
660,0.030902004
661,0.030712694
662,0.030522575
663,0.030332658
664,0.030143439
665,0.029955376
666,0.029769041
667,0.02958447
668,0.029402692
669,0.029224272
670,0.02904923
671,0.028877964
672,0.028710967
673,0.028548625
674,0.028391303
675,0.028239726
676,0.02809409
677,0.027955185
678,0.027822818
679,0.027696651
680,0.027577409
681,0.027465332
682,0.027360994
683,0.027264157
684,0.027174866
685,0.02709352
686,0.027019891
687,0.026954143
688,0.026896893
689,0.026847392
690,0.026805938
691,0.026771904
692,0.026745988
693,0.026727595
694,0.026716904
695,0.026713706
696,0.026717625
697,0.026728618
698,0.026746562
699,0.026770978
700,0.026801604
701,0.026838059
702,0.026880234
703,0.026927844
704,0.026980248
705,0.027037273
706,0.027098375
707,0.027163125
708,0.027231046
709,0.027302068
710,0.027375961
711,0.027451672
712,0.027529258
713,0.027608202
714,0.027688018
715,0.027768147
716,0.027848112
717,0.027927584
718,0.028006001
719,0.028082695
720,0.02815768
721,0.028230593
722,0.028300884
723,0.028368393
724,0.028432425
725,0.028493134
726,0.028549547
727,0.02860182
728,0.028648883
729,0.02869083
730,0.028727425
731,0.028758219
732,0.028783365
733,0.028802576
734,0.028815462
735,0.028822305
736,0.028822456
737,0.028815847
738,0.028802672
739,0.028782712
740,0.028756162
741,0.028723197
742,0.028683171
743,0.028636889
744,0.028583778
745,0.02852384
746,0.02845782
747,0.028385302
748,0.028306823
749,0.028222164
750,0.028131934
751,0.028036404
752,0.027935252
753,0.027829545
754,0.027719187
755,0.027604316
756,0.027485522
757,0.027363
758,0.027237112
759,0.027107957
760,0.026976206
761,0.026842198
762,0.026706065
763,0.026568285
764,0.026428749
765,0.026288887
766,0.026148205
767,0.026007856
768,0.025867982
769,0.025729217
770,0.025591357
771,0.025454783
772,0.025319709
773,0.025186544
774,0.025055674
775,0.024927083
776,0.024802042
777,0.024680693
778,0.024562762
779,0.024448921
780,0.024338888
781,0.02423273
782,0.024130968
783,0.024033492
784,0.02394063
785,0.023853046
786,0.023770521
787,0.023693425
788,0.023621723
789,0.023555619
790,0.023494252
791,0.023438345
792,0.023387624
793,0.023342155
794,0.023301801
795,0.023266336
796,0.023236049
797,0.023210919
798,0.023190981
799,0.02317601
800,0.023165703
801,0.023159878
802,0.023158161
803,0.023159943
804,0.023165396
805,0.023174946
806,0.023187684
807,0.023203441
808,0.023222215
809,0.02324375
810,0.023267786
811,0.023294118
812,0.023322566
813,0.023352597
814,0.023383564
815,0.023415544
816,0.02344845
817,0.023481984
818,0.023515746
819,0.023549205
820,0.023582483
821,0.023615018
822,0.023646906
823,0.023677797
824,0.023707465
825,0.023735675
826,0.023762455
827,0.023787364
828,0.023809821
829,0.023829665
830,0.023846805
831,0.023861475
832,0.023873163
833,0.023881819
834,0.023887453
835,0.023889775
836,0.023889009
837,0.023885102
838,0.023877824
839,0.023867197
840,0.023852407
841,0.0238337
842,0.023811271
843,0.023785334
844,0.023755504
845,0.023722366
846,0.02368582
847,0.02364583
848,0.023602389
849,0.023555766
850,0.023505965
851,0.023452367
852,0.023395289
853,0.023335079
854,0.023271953
855,0.023205985
856,0.023137889
857,0.02306695
858,0.022993868
859,0.022918728
860,0.022841763
861,0.022763425
862,0.022683096
863,0.022600938
864,0.022517264
865,0.022432358
866,0.022346453
867,0.022259732
868,0.022172595
869,0.022085494
870,0.021998408
871,0.021911281
872,0.021823964
873,0.021736874
874,0.021650052
875,0.021564054
876,0.02147878
877,0.021395366
878,0.021313088
879,0.02123224
880,0.021152792
881,0.021074827
882,0.020998133
883,0.020923819
884,0.020851438
885,0.020781113
886,0.020713068
887,0.020647266
888,0.020584108
889,0.020523258
890,0.020465231
891,0.020409583
892,0.020356547
893,0.020306213
894,0.020258679
895,0.020213657
896,0.020171562
897,0.020132142
898,0.02009562
