cl-rfile,
Iteration,cl
"(""Iteration""",cl)
1,0.845269643
2,1.279887934
3,1.627241715
4,1.836501493
5,1.953484971
6,1.989715286
7,1.957136951
8,1.869264604
9,1.758337123
10,1.649380896
11,1.555553481
12,1.479941822
13,1.429534687
14,1.383381537
15,1.335337591
16,1.29524861
17,1.250798107
18,1.202034519
19,1.150072934
20,1.095957679
21,1.041166075
22,0.98614767
23,0.930928611
24,0.875726712
25,0.820799547
26,0.766330174
27,0.712528002
28,0.659353216
29,0.606827169
30,0.554985242
31,0.503834842
32,0.453709568
33,0.404695864
34,0.3570155
35,0.310876013
36,0.26627596
37,0.225495937
38,0.184036481
39,0.146986227
40,0.109344391
41,0.076336254
42,0.045292544
43,0.016232689
44,-0.011037649
45,-0.036444677
46,-0.060001285
47,-0.081959593
48,-0.102247902
49,-0.120969282
50,-0.138195946
51,-0.153959021
52,-0.168341552
53,-0.181356571
54,-0.193093151
55,-0.203590364
56,-0.212899998
57,-0.221048801
58,-0.228106801
59,-0.234080528
60,-0.2389858
61,-0.242826192
62,-0.245604918
63,-0.247416516
64,-0.24813943
65,-0.247773577
66,-0.246275385
67,-0.243626575
68,-0.239806874
69,-0.234796509
70,-0.228584063
71,-0.221143524
72,-0.212279527
73,-0.202230608
74,-0.190998961
75,-0.178586849
76,-0.165037822
77,-0.150376399
78,-0.134634469
79,-0.117868921
80,-0.100127588
81,-0.08147237
82,-0.06197111
83,-0.041700221
84,-0.020742831
85,0.000810296
86,0.022874855
87,0.045344968
88,0.068069309
89,0.090993366
90,0.114008929
91,0.137013884
92,0.159901238
93,0.182548191
94,0.204871061
95,0.226783716
96,0.248174309
97,0.268942261
98,0.289000239
99,0.308263965
100,0.326660159
101,0.344116117
102,0.360565847
103,0.375949241
104,0.390216332
105,0.403326773
106,0.415247537
107,0.425957699
108,0.43543205
109,0.443667623
110,0.450654657
111,0.456401011
112,0.460923106
113,0.464235272
114,0.466353555
115,0.467322921
116,0.467180246
117,0.465960371
118,0.463705896
119,0.46046817
120,0.456296315
121,0.451244792
122,0.445368645
123,0.438732899
124,0.431382336
125,0.423392893
126,0.414807947
127,0.405676317
128,0.396066478
129,0.386032005
130,0.375623516
131,0.364895213
132,0.35390104
133,0.342688914
134,0.331307593
135,0.319802431
136,0.308217665
137,0.296595439
138,0.284973942
139,0.273388704
140,0.261857528
141,0.250434416
142,0.23914833
143,0.228030561
144,0.217107176
145,0.206406548
146,0.195952059
147,0.185772056
148,0.175883502
149,0.16631085
150,0.157073931
151,0.148188422
152,0.139678526
153,0.131568747
154,0.123865555
155,0.116591315
156,0.109769197
157,0.103411817
158,0.09754278
159,0.092165562
160,0.087302321
161,0.082967996
162,0.079173686
163,0.07593414
164,0.0732626
165,0.071165724
166,0.069651883
167,0.068732505
168,0.068406228
169,0.068681979
170,0.06955551
171,0.071025658
172,0.073092363
173,0.075741383
174,0.0789737
175,0.082776248
176,0.087136809
177,0.09204032
178,0.097473656
179,0.10341612
180,0.109840813
181,0.116731695
182,0.124056619
183,0.131790155
184,0.139899634
185,0.14835956
186,0.15713395
187,0.166184744
188,0.175477845
189,0.184978714
190,0.194645117
191,0.204448643
192,0.214342905
193,0.224291417
194,0.234250645
195,0.244185082
196,0.254057295
197,0.263827967
198,0.273459964
199,0.282915592
200,0.292162123
201,0.301167886
202,0.309897743
203,0.318323546
204,0.326410565
205,0.334129664
206,0.341458545
207,0.348371398
208,0.354847919
209,0.360868751
210,0.366417402
211,0.371477201
212,0.37603741
213,0.380081358
214,0.383609477
215,0.386605665
216,0.389071378
217,0.391007819
218,0.392413796
219,0.393290433
220,0.393644464
221,0.393481292
222,0.392808765
223,0.391639464
224,0.389988446
225,0.387868187
226,0.385291698
227,0.382276517
228,0.378845607
229,0.375016075
230,0.370811411
231,0.366253962
232,0.361373995
233,0.356194786
234,0.350739165
235,0.345039103
236,0.339120435
237,0.333010279
238,0.326737472
239,0.32033386
240,0.31382679
241,0.307247832
242,0.300622835
243,0.29397888
244,0.287345499
245,0.280752593
246,0.27422673
247,0.267792701
248,0.261475829
249,0.255303623
250,0.249295901
251,0.24347227
252,0.237857219
253,0.232473213
254,0.227335291
255,0.222458166
256,0.217860591
257,0.213555186
258,0.209551694
259,0.205866171
260,0.202506747
261,0.199479088
262,0.196791238
263,0.19445096
264,0.192461211
265,0.190820015
266,0.189530171
267,0.1885913
268,0.188002743
269,0.187761023
270,0.187862211
271,0.188300831
272,0.189071921
273,0.190167926
274,0.191585318
275,0.193313337
276,0.195340618
277,0.197656886
278,0.200250596
279,0.203108966
280,0.20622122
281,0.209579398
282,0.21316686
283,0.21696992
284,0.220973321
285,0.225160243
286,0.229517587
287,0.234031092
288,0.23868304
289,0.24346021
290,0.248343107
291,0.25331652
292,0.258368891
293,0.263473964
294,0.268625665
295,0.273805879
296,0.278996471
297,0.284183407
298,0.289349716
299,0.294473939
300,0.299543912
301,0.304542947
302,0.309458879
303,0.314274761
304,0.318978347
305,0.323556956
306,0.327993506
307,0.332277379
308,0.336393334
309,0.34032892
310,0.344072412
311,0.347613411
312,0.350943082
313,0.354051792
314,0.356931059
315,0.359575332
316,0.361976699
317,0.364128813
318,0.366030218
319,0.367674387
320,0.369056387
321,0.370178075
322,0.371035477
323,0.371631159
324,0.371965745
325,0.372038884
326,0.371855038
327,0.371417427
328,0.370734473
329,0.369810057
330,0.368648513
331,0.367259287
332,0.365651319
333,0.363834533
334,0.36182349
335,0.359626046
336,0.357247586
337,0.354705304
338,0.352011572
339,0.349180927
340,0.346224867
341,0.343158473
342,0.339994883
343,0.336749159
344,0.333438324
345,0.330078158
346,0.326680903
347,0.323264224
348,0.319841881
349,0.316431103
350,0.313046168
351,0.309701028
352,0.306405193
353,0.303176409
354,0.300027995
355,0.296970074
356,0.294022097
357,0.291195301
358,0.288498163
359,0.285944986
360,0.283540202
361,0.281294782
362,0.279219141
363,0.277318342
364,0.275596669
365,0.274063414
366,0.27272455
367,0.27158196
368,0.270640602
369,0.269902718
370,0.269372816
371,0.269050662
372,0.268934558
373,0.26902608
374,0.269318338
375,0.269810813
376,0.27050157
377,0.271385403
378,0.27245827
379,0.27371511
380,0.2751499
381,0.276753994
382,0.278521617
383,0.280443987
384,0.28251309
385,0.284722368
386,0.287060021
387,0.28951631
388,0.292081432
389,0.294745913
390,0.297496574
391,0.300325224
392,0.303222085
393,0.306176703
394,0.309178348
395,0.312216421
396,0.315277522
397,0.318348508
398,0.321423373
399,0.324492013
400,0.327541149
401,0.330561307
402,0.33354547
403,0.336484383
404,0.339366273
405,0.342185078
406,0.3449305
407,0.347594948
408,0.350170414
409,0.352651505
410,0.355028935
411,0.357300158
412,0.359458036
413,0.361499693
414,0.363420866
415,0.365215508
416,0.366878474
417,0.368409203
418,0.369804728
419,0.371064051
420,0.372183193
421,0.373162254
422,0.37400026
423,0.374701641
424,0.375264484
425,0.375690488
426,0.375976762
427,0.376133157
428,0.376158051
429,0.376056211
430,0.375828498
431,0.375478403
432,0.375010236
433,0.374429449
434,0.373737864
435,0.37294293
436,0.372048912
437,0.371063202
438,0.369991099
439,0.368835935
440,0.367607307
441,0.366310838
442,0.36495264
443,0.363539072
444,0.362076039
445,0.360571689
446,0.359032495
447,0.357464642
448,0.355871764
449,0.354264471
450,0.352646383
451,0.351032411
452,0.349424836
453,0.347828084
454,0.346249527
455,0.344693941
456,0.343168064
457,0.341679065
458,0.340229422
459,0.338826891
460,0.33747536
461,0.336182234
462,0.334953655
463,0.333792214
464,0.332702424
465,0.331689157
466,0.330756377
467,0.329904652
468,0.329136948
469,0.328455499
470,0.327863101
471,0.327358549
472,0.326947653
473,0.326632638
474,0.326413313
475,0.326289046
476,0.32626233
477,0.326332795
478,0.326500908
479,0.326764931
480,0.327122673
481,0.327570953
482,0.32811285
483,0.328741809
484,0.32945705
485,0.330253156
486,0.331132393
487,0.33209016
488,0.333123753
489,0.334228512
490,0.335402358
491,0.336640122
492,0.337936228
493,0.339287745
494,0.340690266
495,0.342138317
496,0.343625845
497,0.345151798
498,0.346708856
499,0.348291554
500,0.349897472
501,0.351518659
502,0.353152898
503,0.354794586
504,0.356439258
505,0.358078443
506,0.359713123
507,0.361334825
508,0.362936338
509,0.36451605
510,0.366071637
511,0.367598268
512,0.369092714
513,0.370548061
514,0.371958476
515,0.373325228
516,0.374644374
517,0.375910529
518,0.377122084
519,0.37827647
520,0.379372727
521,0.380406777
522,0.381376871
523,0.382276752
524,0.38311059
525,0.383874909
526,0.384569849
527,0.385193752
528,0.385746738
529,0.386231445
530,0.386643268
531,0.386983679
532,0.387253327
533,0.387451901
534,0.387581598
535,0.38764075
536,0.387633849
