cd-rfile,
Iteration,cd
"(""Iteration""",cd)
1,1.257038435
2,1.412773973
3,1.522150378
4,1.541303503
5,1.509408931
6,1.442054336
7,1.350739552
8,1.24064798
9,1.113047241
10,0.964760626
11,0.852435274
12,0.744066393
13,0.657990246
14,0.566996805
15,0.499091216
16,0.440287091
17,0.390204161
18,0.347600641
19,0.311784927
20,0.28094376
21,0.25283588
22,0.225759434
23,0.198665285
24,0.171420919
25,0.144252378
26,0.117589531
27,0.09184653
28,0.067341256
29,0.044366844
30,0.023111606
31,0.003722929
32,-0.013670557
33,-0.029174944
34,-0.042401
35,-0.053584813
36,-0.062742944
37,-0.069933966
38,-0.075221322
39,-0.078294818
40,-0.080075797
41,-0.080219298
42,-0.078836528
43,-0.076061813
44,-0.072035088
45,-0.066899275
46,-0.060799636
47,-0.053888417
48,-0.046296723
49,-0.038181208
50,-0.029666158
51,-0.020893569
52,-0.011990336
53,-0.003073818
54,0.005747017
55,0.014371243
56,0.022704481
57,0.030666665
58,0.038188338
59,0.045207257
60,0.051674677
61,0.057549213
62,0.062798719
63,0.067404116
64,0.071355812
65,0.074648501
66,0.077291902
67,0.079299725
68,0.080696106
69,0.081503561
70,0.081753355
71,0.081482191
72,0.080730414
73,0.079538893
74,0.077953333
75,0.076023595
76,0.073792216
77,0.071303119
78,0.068605459
79,0.065743404
80,0.062757486
81,0.059687847
82,0.05657053
83,0.053443282
84,0.050338424
85,0.047288028
86,0.044315557
87,0.041442231
88,0.038685849
89,0.036065108
90,0.033592304
91,0.031277253
92,0.029127738
93,0.027147766
94,0.025337432
95,0.023697952
96,0.022227645
97,0.020921538
98,0.019774405
99,0.018778412
100,0.017924938
101,0.017204822
102,0.016607053
103,0.016119861
104,0.015732035
105,0.015432183
106,0.015208607
107,0.015049983
108,0.014942671
109,0.014879402
110,0.014849741
111,0.014844156
112,0.014854025
113,0.014872632
114,0.014894839
115,0.014914414
116,0.01492767
117,0.014928877
118,0.014914951
119,0.014888936
120,0.014850059
121,0.01479764
122,0.014734211
123,0.01466206
124,0.014583596
125,0.014505577
126,0.014425901
127,0.014353147
128,0.014293192
129,0.01424921
130,0.014223815
131,0.014225787
132,0.014256246
133,0.014320397
134,0.014419812
135,0.014556286
136,0.014731086
137,0.014946359
138,0.015201175
139,0.015494596
140,0.015827266
141,0.016195008
142,0.016593472
143,0.017021573
144,0.017475321
145,0.017949197
146,0.018436894
147,0.01893298
148,0.019430979
149,0.019926762
150,0.020413234
151,0.020884061
152,0.021333015
153,0.021754329
154,0.022141257
155,0.022490603
156,0.022796598
157,0.023054764
158,0.023261828
159,0.023415241
160,0.023512645
161,0.023552206
162,0.023532031
163,0.023451522
164,0.023310957
165,0.023112071
166,0.02285575
167,0.02254398
168,0.022180552
169,0.021766949
170,0.021307662
171,0.020805878
172,0.020266097
173,0.019692737
174,0.019090813
175,0.01846565
176,0.017822962
177,0.017168116
178,0.016506859
179,0.015844447
180,0.015186023
181,0.014537512
182,0.013903473
183,0.013288406
184,0.01269707
185,0.012133777
186,0.011602978
187,0.011108693
188,0.010654343
189,0.01024164
190,0.009873331
191,0.00955172
192,0.009277895
193,0.00905235
194,0.008875699
195,0.008747642
196,0.008668587
197,0.008637799
198,0.008653982
199,0.008716075
200,0.008821843
201,0.008968769
202,0.009154669
203,0.00937625
204,0.009630528
205,0.009913433
206,0.010221618
207,0.010551322
208,0.010899231
209,0.011261316
210,0.01163384
211,0.01201362
212,0.012396648
213,0.012778697
214,0.013156399
215,0.013525462
