cl-rfile,
Iteration,cl
"(""Iteration""",cl)
1,1.674238622
2,2.515880302
3,3.176304161
4,3.611036366
5,3.873467657
6,3.995239063
7,3.949386128
8,3.811793433
9,3.597429543
10,3.366208336
11,3.156212937
12,3.02323379
13,2.866078344
14,2.772804878
15,2.689134636
16,2.605726064
17,2.514549861
18,2.415884131
19,2.311493328
20,2.202134479
21,2.089553521
22,1.976488048
23,1.864020618
24,1.752776883
25,1.642782914
26,1.534410398
27,1.427513706
28,1.322129205
29,1.21842947
30,1.116666061
31,1.016939544
32,0.919375031
33,0.824126273
34,0.731514291
35,0.641844725
36,0.555454657
37,0.472404714
38,0.392964616
39,0.317351573
40,0.245682957
41,0.178147523
42,0.114802349
43,0.055769998
44,0.00072979
45,-0.050238064
46,-0.097263348
47,-0.138563564
48,-0.178470279
49,-0.213861231
50,-0.246590922
51,-0.276786176
52,-0.304664401
53,-0.330300853
54,-0.353809286
55,-0.375200258
56,-0.394607735
57,-0.412075234
58,-0.427626955
59,-0.44127889
60,-0.452966785
61,-0.462677021
62,-0.470457854
63,-0.476235832
64,-0.479930125
65,-0.48147142
66,-0.480800581
67,-0.477854544
68,-0.472537805
69,-0.46481186
70,-0.454621064
71,-0.44196148
72,-0.426796651
73,-0.409123826
74,-0.388965576
75,-0.366332485
76,-0.341276106
77,-0.313879243
78,-0.28422971
79,-0.252431831
80,-0.218606177
81,-0.182895999
82,-0.145459135
83,-0.106470718
84,-0.066121459
85,-0.024539434
86,0.018045553
87,0.061430155
88,0.105442486
89,0.149827702
90,0.194373875
91,0.238880701
92,0.283140062
93,0.326948215
94,0.370110489
95,0.412435491
96,0.453742761
97,0.493850814
98,0.532608387
99,0.569866805
100,0.60548301
101,0.639335759
102,0.671312637
103,0.701321828
104,0.729284785
105,0.75512654
106,0.778793333
107,0.800225322
108,0.819418356
109,0.836351922
110,0.851038345
111,0.863486109
112,0.873707919
113,0.881742599
114,0.887632005
115,0.891417355
116,0.893156206
117,0.892904407
118,0.890738152
119,0.886732949
120,0.880967451
121,0.873521431
122,0.864480826
123,0.853936767
124,0.841976097
125,0.828706076
126,0.814217326
127,0.798602318
128,0.781965213
129,0.76440169
130,0.746013455
131,0.726894481
132,0.707133698
133,0.686831308
134,0.666079724
135,0.644972007
136,0.623586495
137,0.602016804
138,0.580338686
139,0.558632977
140,0.536966565
141,0.515415251
142,0.494039306
143,0.472910262
144,0.452084369
145,0.431615255
146,0.411564001
147,0.391972464
148,0.372888241
149,0.35435923
150,0.33642644
151,0.319125702
152,0.302489818
153,0.286562
154,0.271362171
155,0.256924787
156,0.243278048
157,0.230448089
158,0.218457443
159,0.207334673
160,0.197097967
161,0.187765199
162,0.179357144
163,0.17189089
164,0.165387969
165,0.159858671
166,0.155318391
167,0.151778901
168,0.149246549
169,0.147731608
170,0.147241216
171,0.147775704
172,0.149338053
173,0.151920052
174,0.155522153
175,0.160132381
176,0.165748932
177,0.172355273
178,0.179934789
179,0.188467689
180,0.19793282
181,0.208305683
182,0.219551137
183,0.231640198
184,0.244532845
185,0.258186468
186,0.272546688
187,0.287574061
188,0.30321994
189,0.319424643
190,0.336135449
191,0.35329425
192,0.370834123
193,0.388694935
194,0.40680955
195,0.425108576
196,0.443524965
197,0.461995203
198,0.480445179
199,0.498802171
200,0.51699397
201,0.534957184
202,0.552622084
203,0.569922588
204,0.586793071
205,0.603170232
206,0.618997209
207,0.63421037
208,0.648752184
209,0.66257371
210,0.675631868
211,0.687871906
212,0.699256259
213,0.70975179
214,0.71932034
215,0.727936069
216,0.735570781
217,0.742209427
218,0.747838644
219,0.752446058
220,0.756025929
221,0.758581589
222,0.760112887
223,0.76063674
224,0.760160145
225,0.758704565
226,0.756291072
227,0.752935307
228,0.748675923
229,0.743545038
230,0.737578507
231,0.730815653
232,0.723296064
233,0.715067595
234,0.70617668
235,0.696672588
236,0.686609572
237,0.676039975
238,0.665015518
239,0.653591438
240,0.641828261
241,0.629773569
242,0.617494603
243,0.6050471
244,0.592486181
245,0.579868457
246,0.567251517
247,0.554688042
248,0.542234066
249,0.529940425
250,0.517857582
251,0.506030318
252,0.49450665
253,0.483328154
254,0.472536924
255,0.462170653
256,0.452262635
257,0.44284876
258,0.433957593
259,0.425617161
260,0.417846648
261,0.410671906
262,0.404108259
263,0.398168478
264,0.392865267
265,0.388208816
266,0.384205076
267,0.38085549
268,0.37816124
269,0.376122774
270,0.374735844
271,0.373997909
272,0.373897355
273,0.374425015
274,0.375566425
275,0.377305742
276,0.379629363
277,0.382519485
278,0.385953004
279,0.3899152
280,0.394382043
281,0.399330238
282,0.404740788
283,0.410588216
284,0.41685046
285,0.42350072
286,0.430511993
287,0.437854018
288,0.445506609
289,0.453439224
290,0.461628721
291,0.470042867
292,0.478656104
293,0.487444702
294,0.496377478
295,0.505427018
296,0.514564692
297,0.523763216
298,0.532993407
299,0.542230881
300,0.551446185
301,0.560616973
302,0.569713458
303,0.578712987
304,0.587587404
305,0.596313122
306,0.604865939
307,0.613221591
308,0.621355785
309,0.629246451
310,0.636872346
311,0.64421289
312,0.651246715
313,0.65795819
314,0.664327665
315,0.670342236
316,0.675982375
317,0.681233832
318,0.686084446
319,0.690523923
320,0.694540577
321,0.698119692
322,0.70126
323,0.703954658
324,0.706198934
325,0.707994436
326,0.7093368
327,0.710229837
328,0.710670474
329,0.710663648
330,0.710220037
331,0.709343244
332,0.708039669
333,0.70632176
334,0.704197954
335,0.701685234
336,0.698796795
337,0.695549041
338,0.691956245
339,0.688037685
340,0.683812635
341,0.679300798
342,0.674523554
343,0.669507313
344,0.664272283
345,0.658846865
346,0.653255472
347,0.647521506
348,0.641668457
349,0.635722533
350,0.629709117
351,0.623656934
352,0.617591014
353,0.61153571
354,0.60552099
355,0.599576952
356,0.593721892
357,0.587979781
358,0.582377759
359,0.576935627
360,0.57167554
361,0.566621461
362,0.561789515
363,0.557200576
364,0.55287582
365,0.548829897
366,0.545081141
367,0.541641869
368,0.53852431
369,0.535738781
370,0.533297045
371,0.531206587
372,0.529474606
373,0.528105607
374,0.5271036
375,0.526473019
376,0.526212823
377,0.526322853
378,0.526801394
379,0.527647255
380,0.52885253
381,0.530410322
382,0.532314703
383,0.534553437
384,0.537118643
385,0.539996475
386,0.543176047
387,0.546643816
388,0.550385331
389,0.554383026
390,0.55862292
391,0.56308927
392,0.567763149
393,0.5726233
394,0.577651835
395,0.58283
396,0.588140389
397,0.593563884
398,0.599079443
399,0.604667141
400,0.610305845
401,0.615975024
402,0.621658777
403,0.627336323
404,0.632988563
405,0.638594502
406,0.644138685
407,0.649599036
408,0.654961526
409,0.660211671
410,0.665331756
411,0.670307324
412,0.675121915
413,0.679761036
414,0.684214199
415,0.688469257
416,0.692515675
417,0.69634335
418,0.699944011
419,0.703311518
420,0.706437192
421,0.709312551
422,0.711933884
423,0.714298111
424,0.716404295
425,0.718249258
426,0.719832267
427,0.721152577
428,0.722210496
429,0.72300952
430,0.723552681
431,0.723845177
432,0.723889445
433,0.723692786
434,0.723263277
435,0.722604733
436,0.72172594
437,0.720635395
438,0.719341916
439,0.717854419
440,0.716185088
441,0.714346696
442,0.712347427
443,0.710201677
444,0.707919396
445,0.705514624
446,0.703001784
447,0.700389278
448,0.697693314
449,0.694926196
450,0.692101087
451,0.689230174
452,0.686327884
453,0.683409356
454,0.680487628
455,0.677572627
456,0.674675602
457,0.671809055
458,0.668987125
459,0.666221191
460,0.663523225
461,0.660903755
462,0.658371046
463,0.655935044
464,0.653606415
465,0.651393301
466,0.649307762
467,0.647351991
468,0.645533736
469,0.643860656
470,0.642339356
471,0.640972648
472,0.639767644
473,0.638727565
474,0.637855265
475,0.637151044
476,0.636618842
477,0.636258783
478,0.63607313
479,0.636061986
480,0.636223636
481,0.636556899
482,0.637061578
483,0.637735824
484,0.638574677
485,0.639575319
486,0.640733978
487,0.642043067
488,0.64349952
489,0.645097988
490,0.646830466
491,0.648694514
492,0.650683576
493,0.652790605
494,0.655008845
495,0.65733247
496,0.659751663
497,0.662257019
498,0.664840129
499,0.667493422
500,0.670209019
501,0.672979966
502,0.675797214
503,0.678650612
504,0.681533504
505,0.684438102
506,0.687356
507,0.690277552
508,0.69319441
509,0.696100779
510,0.698986328
511,0.701842954
512,0.70466185
513,0.707436925
514,0.710163449
515,0.712833624
516,0.715439859
517,0.717975821
518,0.720434296
519,0.722810537
520,0.725102228
521,0.727300287
522,0.729401656
523,0.731401226
524,0.733294554
525,0.735080361
526,0.736755768
527,0.738317057
528,0.739764271
529,0.741092308
530,0.742299266
531,0.743384424
532,0.744346394
533,0.745188444
534,0.7459087
535,0.746509212
536,0.746988146
537,0.747347409
