%Time (s)	Wheel Position (deg)	Slide position (mm)	Wheel Speed (deg/s)	Slide Speed (mm/s)	Actual sample time (ms)	%2/14/20193:04 PM
0.000	4430.140	29.067	1239.667	-1415.895	20.000
0.020	4455.920	6.053	1381.583	-771.697	21.000
0.040	4484.280	0.751	1316.417	315.459	19.000
0.060	4507.920	18.556	1136.917	1383.908	20.000
0.080	4530.200	53.385	1065.417	1982.904	21.000
0.100	4550.420	94.986	949.417	2122.661	20.000
0.120	4568.580	136.297	902.167	1983.543	20.000
0.140	4587.100	172.413	957.000	1567.783	20.000
0.160	4607.120	196.745	1060.750	754.906	20.000
0.180	4629.060	202.308	1065.667	-104.706	19.000
0.200	4649.680	194.278	1063.667	-646.433	20.000
0.220	4671.820	177.806	1112.417	-977.853	20.000
0.240	4693.920	155.879	1099.750	-1210.441	21.000
0.260	4716.000	129.800	1141.500	-1386.015	21.000
0.280	4739.180	100.732	1091.333	-1526.219	18.000
0.300	4759.940	69.275	1092.417	-1598.492	20.000
0.320	4783.520	37.970	1223.417	-1511.344	20.000
0.340	4808.540	11.339	1272.750	-1024.077	20.000
0.360	4834.360	-0.031	1335.333	-28.028	20.000
0.380	4861.200	11.048	1265.500	1115.695	20.000
0.400	4884.320	42.368	1074.500	1871.239	20.000
0.420	4904.500	82.759	952.583	2109.828	20.000
0.440	4922.880	124.559	904.917	2027.085	21.000
0.460	4941.060	162.223	902.917	1735.249	19.000
0.480	4959.620	191.582	1016.083	1037.037	21.000
0.500	4981.720	202.476	1137.333	115.879	20.000
0.520	5004.300	197.695	1094.250	-518.998	19.000
0.540	5025.540	183.323	1075.750	-891.343	21.000
0.560	5047.560	162.913	1104.750	-1140.467	20.000
0.580	5069.620	138.135	1109.083	-1332.130	20.000
0.600	5091.800	109.911	1080.667	-1489.189	20.000
0.620	5113.280	79.020	1147.417	-1585.787	21.000
0.640	5137.480	47.394	1153.417	-1561.526	18.000
0.660	5159.680	18.587	1205.917	-1231.510	20.000
0.680	5186.180	1.211	1374.833	-380.326	20.000
0.700	5213.460	5.118	1307.167	779.358	20.000
0.720	5237.760	30.922	1128.167	1678.746	21.000
0.740	5258.600	69.229	954.583	2067.882	19.000
0.760	5276.540	111.198	884.833	2090.355	20.000
0.780	5294.600	151.037	914.750	1867.791	20.000
0.800	5313.400	183.706	979.000	1293.248	21.000
0.820	5333.940	201.020	1080.250	409.184	19.000
0.840	5356.300	200.683	1126.833	-355.171	21.000
0.860	5378.540	188.655	1082.417	-795.128	19.000
0.880	5399.760	170.022	1078.250	-1064.491	20.000
0.900	5421.840	146.563	1106.583	-1272.499	21.000
0.920	5443.920	119.426	1107.583	-1440.667	20.000
0.940	5466.240	89.286	1127.417	-1563.569	20.000
0.960	5489.140	57.568	1162.833	-1600.152	20.000
0.980	5513.020	26.953	1252.000	-1392.719	20.000
1.000	5539.080	4.796	1317.833	-700.765	19.000
1.020	5565.280	1.364	1316.083	417.101	20.000
1.040	5590.940	21.038	1174.250	1455.862	20.000
1.060	5612.040	56.786	992.583	2013.741	20.000
1.080	5631.340	98.771	949.083	2127.513	21.000
1.100	5650.260	139.928	931.333	1970.454	20.000
1.120	5668.920	175.569	967.417	1514.217	20.000
1.140	5689.160	198.262	1041.250	661.883	20.000
1.160	5710.360	202.032	1065.167	-183.044	19.000
1.180	5731.880	192.777	1122.500	-693.359	21.000
1.200	5755.040	175.615	1140.417	-1001.987	20.000
1.220	5777.200	153.336	1107.250	-1223.976	21.000
1.240	5799.220	126.980	1045.083	-1405.424	18.000
1.260	5819.580	97.453	1094.167	-1542.755	21.000
1.280	5843.260	65.858	1194.250	-1604.047	20.000
1.300	5866.920	34.614	1189.917	-1481.272	20.000
1.320	5891.320	9.240	1295.167	-935.843	20.000
1.340	5918.480	0.015	1366.250	96.534	20.000
1.360	5944.900	13.668	1235.417	1230.361	20.000
1.380	5967.660	46.873	1084.750	1964.644	21.000
1.400	5988.260	88.811	914.750	2119.469	18.000
1.420	6005.020	129.647	888.167	1998.546	22.000
1.440	6024.240	167.188	928.667	1679.001	18.000
1.460	6042.340	194.232	983.333	900.409	20.000
1.480	6063.940	202.537	1123.167	14.621	20.000
1.500	6086.620	196.347	1125.583	-585.907	21.000
1.520	6108.920	180.595	1137.917	-947.590	20.000
1.540	6132.040	159.312	1143.000	-1182.541	21.000
1.560	6154.200	133.677	1048.833	-1369.990	18.000
1.580	6174.540	104.808	1059.583	-1520.537	21.000
1.600	6197.200	73.366	1187.917	-1602.706	21.000
1.620	6221.740	41.755	1241.583	-1546.203	20.000
1.640	6246.700	13.898	1267.167	-1116.589	19.000
1.660	6272.560	0.153	1346.333	-163.891	20.000
1.680	6299.640	8.535	1249.417	997.709	19.000
1.700	6322.140	38.185	1091.583	1837.209	21.000
1.720	6343.480	78.698	972.333	2116.085	20.000
1.740	6361.300	120.530	886.083	2059.582	19.000
1.760	6379.560	159.434	911.500	1792.901	20.000
1.780	6398.120	189.773	988.083	1105.863	21.000
1.800	6419.280	202.354	1107.583	185.279	19.000
1.820	6441.920	198.477	1127.917	-487.458	21.000
1.840	6464.140	184.594	1111.917	-866.188	20.000
1.860	6486.300	164.690	1074.583	-1127.634	19.000
1.880	6507.460	139.944	1110.000	-1328.555	22.000
1.900	6530.580	111.903	1113.667	-1479.357	19.000
1.920	6551.980	81.150	1103.667	-1583.680	20.000
1.940	6575.180	49.386	1187.417	-1582.914	20.000
1.960	6599.380	19.889	1236.500	-1268.604	19.000
1.980	6624.800	1.716	1336.500	-436.573	21.000
2.000	6652.180	4.260	1323.583	716.279	19.000
2.020	6676.820	29.129	1140.083	1651.164	20.000
2.040	6697.880	67.283	987.083	2076.246	21.000
2.060	6716.780	109.620	918.167	2111.999	20.000
2.080	6734.960	149.888	898.500	1892.308	20.000
2.100	6753.100	183.093	934.333	1321.723	19.000
2.120	6772.800	200.913	1061.250	421.698	20.000
2.140	6795.260	200.607	1130.333	-350.255	20.000
2.160	6817.540	188.793	1111.167	-788.169	20.000
2.180	6839.740	170.191	1110.583	-1063.086	20.000
2.200	6861.960	146.747	1111.667	-1279.649	20.000
2.220	6884.080	119.380	1081.167	-1441.561	20.000
2.240	6905.460	89.424	1097.083	-1560.887	20.000
2.260	6928.260	57.583	1158.333	-1604.238	20.000
2.280	6952.100	26.984	1276.833	-1390.038	21.000
2.300	6979.200	4.873	1386.500	-700.190	21.000
2.320	7006.540	1.348	1307.083	399.224	19.000
2.340	7031.020	20.548	1159.917	1450.435	20.000
2.360	7052.960	56.572	1022.917	2023.573	20.000
2.380	7072.180	98.557	927.250	2127.705	20.000
2.400	7090.320	139.760	858.583	1971.412	19.000
2.420	7107.360	175.401	945.250	1516.004	21.000
2.440	7128.340	198.186	1063.667	669.289	19.000
2.460	7149.480	202.124	1089.250	-177.298	21.000
2.480	7172.000	192.915	1161.333	-691.635	20.000
2.500	7195.220	175.784	1083.917	-1001.603	19.000
2.520	7215.540	153.458	1044.250	-1232.468	20.000
2.540	7237.660	126.858	1143.333	-1413.405	21.000
2.560	7260.900	97.300	1156.250	-1540.968	20.000
2.580	7283.700	65.735	1122.750	-1608.644	19.000
2.600	7306.360	34.308	1196.750	-1486.444	21.000
2.620	7331.880	8.995	1330.167	-924.223	20.000
2.640	7359.120	0.123	1401.333	114.411	21.000
2.660	7386.540	14.066	1209.500	1245.428	18.000
2.680	7407.320	47.424	995.250	1945.491	20.000
2.700	7427.200	88.505	954.750	2068.712	20.000
2.720	7445.540	128.712	880.083	2032.767	20.000
2.740	7463.160	167.877	948.167	1719.160	21.000
2.760	7483.780	194.539	1072.917	874.998	21.000
2.780	7505.560	202.522	1088.833	-6.959	19.000
2.800	7527.240	195.872	1098.917	-594.654	20.000
2.820	7549.520	180.212	1114.667	-947.143	20.000
2.840	7571.720	158.775	1112.000	-1190.585	20.000
2.860	7593.880	133.064	1082.417	-1364.436	20.000
2.880	7615.240	104.425	1089.083	-1516.387	19.000
2.900	7637.900	72.875	1190.167	-1609.154	22.000
2.920	7662.500	41.203	1210.083	-1545.118	19.000
2.940	7686.320	13.484	1233.333	-1103.181	19.000
2.960	7712.180	0.123	1349.167	-140.651	21.000
2.980	7739.340	8.995	1288.333	1020.629	19.000
3.000	7762.860	39.043	1069.500	1856.554	20.000
3.020	7782.560	79.893	945.667	2124.513	20.000
3.040	7801.260	121.740	916.583	2061.817	20.000
3.060	7819.580	160.691	934.917	1784.409	21.000
3.080	7839.040	190.586	1024.167	1072.025	19.000
3.100	7860.420	202.399	1084.000	155.335	19.000
3.120	7882.180	198.124	1097.167	-508.080	21.000
3.140	7904.540	183.721	1184.750	-900.600	22.000
3.160	7928.680	163.096	1083.917	-1146.021	18.000
3.180	7948.080	138.319	1021.167	-1334.939	20.000
3.200	7970.360	109.957	1125.000	-1494.297	20.000
3.220	7992.900	78.989	1172.500	-1593.895	21.000
3.240	8017.240	47.087	1223.417	-1582.786	20.000
3.260	8041.720	17.897	1244.083	-1227.232	20.000
3.280	8067.300	1.088	1345.000	-350.382	20.000
3.300	8094.800	5.532	1316.500	815.559	20.000
3.320	8119.080	32.255	1125.000	1728.226	20.000
3.340	8140.000	71.496	987.250	2107.211	20.000
3.360	8158.900	114.033	891.583	2109.254	20.000
3.380	8176.420	154.025	936.583	1864.982	21.000
3.400	8196.460	186.265	977.667	1233.106	17.000
3.420	8215.700	201.756	1045.250	319.545	22.000
3.440	8238.500	199.933	1177.833	-422.272	20.000
3.460	8261.880	186.678	1116.167	-852.525	19.000
3.480	8283.220	166.988	1080.167	-1107.906	20.000
3.500	8305.580	142.809	1156.333	-1309.401	21.000
3.520	8328.860	114.875	1090.333	-1480.379	19.000
3.540	8349.480	84.030	1081.833	-1590.320	21.000
3.560	8372.740	52.052	1188.583	-1602.451	20.000
3.580	8396.980	21.896	1276.667	-1319.489	20.000
3.600	8423.600	2.390	1335.417	-512.805	19.000
3.620	8449.960	3.417	1334.667	649.625	21.000
3.640	8476.080	27.290	1168.333	1619.944	19.000
3.660	8496.500	65.183	962.167	2077.331	21.000
3.680	8515.520	107.735	945.667	2129.365	20.000
3.700	8534.560	148.417	952.417	1914.909	21.000
3.720	8553.600	182.112	934.833	1352.688	18.000
3.740	8572.560	200.622	1039.250	450.619	21.000
3.760	8595.160	200.729	1142.167	-331.995	19.000
3.780	8617.620	189.207	1119.667	-785.296	21.000
3.800	8639.960	170.467	1115.250	-1069.024	20.000
3.820	8662.240	146.992	1115.333	-1279.713	20.000
3.840	8684.460	119.579	1085.583	-1453.436	19.000
3.860	8705.940	89.240	1111.333	-1574.933	21.000
