%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83053.839,302.078,346.074,249.333,-0.043,2.031,5.000
83061.902,302.078,346.153,249.173,0.038,2.010,5.000
83061.902,302.083,345.916,249.013,-0.011,2.020,5.000
83057.870,302.080,346.074,248.693,-0.011,2.020,5.000
83057.870,302.080,345.916,248.853,-0.027,1.999,5.000
83053.839,302.081,345.916,248.373,0.022,2.010,5.000
83053.839,302.080,345.837,248.373,-0.011,2.020,5.000
83057.870,302.081,345.837,248.213,-0.027,1.999,5.000
83053.839,302.075,345.916,248.373,0.006,1.999,5.000
83049.808,302.076,345.916,248.373,0.022,2.010,5.000
83049.808,302.080,345.837,248.053,0.006,2.010,5.000
83057.870,302.076,345.837,248.533,-0.011,1.999,5.000
83049.808,302.078,345.758,248.213,0.022,2.010,5.000
83053.839,302.078,345.679,248.373,-0.043,2.010,5.000
83049.808,302.080,345.679,248.853,0.006,2.010,5.000
83049.808,302.076,345.916,248.693,-0.027,2.031,5.000
83045.776,302.076,345.758,249.013,-0.011,2.010,5.000
83041.745,302.075,345.758,249.013,-0.011,2.010,5.000
83053.839,302.076,345.758,249.173,-0.011,1.999,5.000
83045.776,302.076,345.837,249.333,0.006,2.010,5.000
83049.808,302.078,345.758,249.333,-0.011,1.999,5.000
83045.776,302.078,345.758,250.134,0.006,2.020,5.000
83049.808,302.080,345.916,249.974,-0.011,2.010,5.000
83049.808,302.078,345.679,250.294,0.006,2.010,5.000
83049.808,302.078,345.600,250.614,-0.011,2.010,5.000
83049.808,302.078,345.837,250.614,0.022,2.010,5.000
83049.808,302.078,345.837,250.774,0.038,1.988,5.000
83057.870,302.078,345.758,250.934,0.006,1.999,5.000
83049.808,302.078,345.916,251.575,-0.011,1.999,5.000
83049.808,302.080,345.758,251.254,-0.011,2.010,5.000
83057.870,302.080,345.679,251.575,-0.011,2.020,5.000
83053.839,302.078,345.837,251.735,-0.027,2.020,5.000
83053.839,302.078,345.679,252.055,-0.043,2.010,5.000
83049.808,302.078,345.837,252.215,0.006,2.020,5.000
83053.839,302.078,345.758,252.055,0.006,1.999,5.000
83053.839,302.080,345.600,252.375,0.006,2.020,5.000
83061.902,302.083,345.679,252.215,-0.011,2.010,5.000
83053.839,302.081,345.758,252.695,-0.027,1.999,5.000
83057.870,302.083,345.837,252.695,-0.011,2.010,5.000
83061.902,302.080,345.837,252.695,-0.027,2.020,5.000
83061.902,302.080,345.837,252.695,-0.027,1.999,5.000
83057.870,302.081,345.758,252.375,0.022,1.988,5.000
83057.870,302.083,345.837,252.535,0.006,1.999,5.000
83057.870,302.080,345.837,252.695,0.006,1.999,5.000
83057.870,302.081,345.758,252.535,-0.027,1.999,5.000
83057.870,302.081,345.837,252.215,0.006,2.010,5.000
83053.839,302.081,345.837,252.215,-0.027,2.020,5.000
83057.870,302.080,345.837,252.375,-0.011,1.999,5.000
83057.870,302.080,345.837,252.215,0.006,1.999,5.000
83057.870,302.083,345.837,252.375,-0.011,2.020,5.000
83057.870,302.078,345.758,252.535,-0.043,2.020,5.000
83065.933,302.080,345.837,252.375,0.022,1.999,5.000
83057.870,302.083,345.916,252.375,0.006,1.999,5.000
83061.902,302.081,345.916,252.535,-0.027,1.988,5.000
83053.839,302.078,345.916,252.215,0.006,2.020,5.000
83057.870,302.078,345.837,252.375,-0.011,1.999,5.000
83065.933,302.081,345.995,252.375,-0.011,2.020,5.000
83049.808,302.081,345.916,252.695,-0.011,1.999,5.000
83057.870,302.081,345.916,252.695,0.006,2.010,5.000
83057.870,302.081,345.995,253.016,-0.011,1.999,5.000
83065.933,302.081,345.916,253.016,0.022,1.999,5.000
83061.902,302.081,346.074,253.176,-0.027,2.010,5.000
83065.933,302.078,346.074,253.336,-0.011,1.999,5.000
83057.870,302.081,346.153,253.336,-0.011,2.020,5.000
83061.902,302.078,346.153,253.656,-0.027,1.999,5.000
83061.902,302.078,346.153,253.976,-0.011,2.020,5.000
83057.870,302.081,346.153,253.976,-0.011,2.010,5.000
83053.839,302.081,346.153,254.616,-0.011,1.999,5.000
83057.870,302.080,346.232,254.777,-0.027,2.020,5.000
83057.870,302.080,346.232,255.257,0.006,2.010,5.000
83057.870,302.078,346.232,255.417,0.006,2.010,5.000
83057.870,302.078,346.311,255.737,-0.011,2.010,5.000
83057.870,302.080,346.232,255.897,0.006,1.999,5.000
83057.870,302.078,346.232,256.538,-0.011,1.988,5.000
83057.870,302.080,346.232,256.858,-0.027,1.999,5.000
83049.808,302.080,346.390,257.178,-0.011,2.020,5.000
83057.870,302.080,346.469,257.178,0.022,2.020,5.000
83061.902,302.076,346.469,257.818,0.006,2.020,5.000
83057.870,302.080,346.311,257.978,-0.011,2.010,5.000
83053.839,302.081,346.390,258.619,-0.011,2.020,5.000
83053.839,302.080,346.469,258.779,0.006,2.010,5.000
83049.808,302.078,346.469,258.939,0.006,2.010,5.000
83053.839,302.078,346.548,259.259,-0.027,2.010,5.000
83057.870,302.078,346.469,259.900,0.006,1.999,5.000
83057.870,302.078,346.548,260.220,-0.011,2.010,5.000
83065.933,302.080,346.548,260.380,0.022,1.999,5.000
83057.870,302.078,346.390,260.540,0.006,2.020,5.000
83057.870,302.078,346.706,260.860,-0.011,1.999,5.000
83053.839,302.081,346.548,260.700,-0.027,2.010,5.000
83053.839,302.078,346.706,261.340,-0.011,1.999,5.000
83049.808,302.081,346.706,261.500,0.022,2.020,5.000
83049.808,302.080,346.627,261.661,-0.027,2.010,5.000
83053.839,302.078,346.469,261.821,-0.043,1.999,5.000
83049.808,302.081,346.548,261.500,-0.027,2.010,5.000
83049.808,302.081,346.548,261.821,-0.011,2.010,5.000
83049.808,302.080,346.864,261.821,-0.011,2.020,5.000
83057.870,302.081,346.627,261.661,-0.011,2.010,5.000
83053.839,302.080,346.706,261.821,-0.011,2.010,5.000
83053.839,302.081,346.627,261.821,0.006,1.988,5.000
83057.870,302.080,346.706,261.821,-0.027,1.999,5.000
83057.870,302.078,346.785,261.821,0.006,1.999,5.000
83049.808,302.081,346.627,261.821,-0.027,2.010,5.000
83053.839,302.080,346.627,261.821,-0.011,2.010,5.000
83053.839,302.080,346.785,261.500,-0.027,1.988,5.000
83053.839,302.080,346.785,261.500,-0.043,2.020,5.000
83057.870,302.078,346.785,261.821,0.006,2.020,5.000
83065.933,302.083,346.706,261.500,-0.011,1.999,5.000
83057.870,302.081,346.706,261.500,-0.011,2.020,5.000
83057.870,302.081,346.785,261.340,-0.011,2.010,5.000
83057.870,302.081,346.706,261.340,-0.027,2.010,5.000
83057.870,302.078,346.864,261.180,-0.011,2.010,5.000
83061.902,302.080,346.627,261.020,0.006,2.020,5.000
83057.870,302.076,346.706,260.860,-0.027,2.010,5.000
83057.870,302.076,346.706,260.700,0.006,2.010,5.000
83053.839,302.076,346.548,260.700,0.006,2.020,5.000
83049.808,302.076,346.627,260.700,-0.011,1.999,5.000
83057.870,302.075,346.627,260.700,0.006,1.999,5.000
83049.808,302.080,346.785,260.540,-0.011,2.020,5.000
83061.902,302.080,346.469,260.540,-0.011,2.020,5.000
83053.839,302.075,346.706,260.220,-0.011,2.010,5.000
83061.902,302.078,346.627,260.540,0.006,2.010,5.000
83053.839,302.076,346.548,260.060,-0.027,2.020,5.000
83057.870,302.078,346.548,260.380,0.006,1.999,5.000
83053.839,302.076,346.627,260.700,-0.011,2.020,5.000
83057.870,302.076,346.469,260.380,0.022,1.988,5.000
83057.870,302.076,346.548,260.220,-0.011,2.020,5.000
83053.839,302.076,346.627,260.700,-0.011,2.010,5.000
83053.839,302.076,346.548,260.380,-0.027,2.010,5.000
83057.870,302.076,346.706,260.700,-0.027,2.010,5.000
83057.870,302.076,346.706,260.700,-0.011,2.020,5.000
83053.839,302.078,346.706,260.860,-0.027,2.010,5.000
83053.839,302.076,346.627,261.020,-0.011,1.999,5.000
83061.902,302.078,346.627,261.020,-0.011,2.010,5.000
83049.808,302.078,346.469,261.020,-0.011,2.010,5.000
83053.839,302.078,346.627,261.180,0.038,1.999,5.000
83049.808,302.076,346.627,261.180,-0.027,2.010,5.000
83049.808,302.078,346.706,261.500,-0.011,1.999,5.000
83053.839,302.075,346.627,261.340,0.006,2.020,5.000
83049.808,302.075,346.627,261.500,-0.011,1.999,5.000
83053.839,302.075,346.706,261.340,-0.027,2.010,5.000
83049.808,302.073,346.943,261.500,-0.011,2.020,5.000
83049.808,302.072,346.943,261.661,0.022,2.020,5.000
83053.839,302.076,346.706,261.981,-0.011,2.020,5.000
83057.870,302.075,346.785,261.981,-0.027,2.020,5.000
83057.870,302.073,346.785,261.821,-0.011,2.020,5.000
83053.839,302.073,346.785,261.821,0.022,2.010,5.000
83061.902,302.076,347.023,261.821,-0.027,2.010,5.000
83061.902,302.076,346.864,261.661,-0.011,2.020,5.000
83053.839,302.076,346.943,261.981,0.006,2.010,5.000
83057.870,302.076,346.943,261.661,0.006,1.999,5.000
83057.870,302.075,347.260,261.981,-0.011,2.010,5.000
83053.839,302.075,347.102,261.821,-0.011,1.999,5.000
83053.839,302.081,347.102,261.661,0.006,2.020,5.000
83061.902,302.078,347.181,261.661,-0.011,1.999,5.000
83053.839,302.076,347.102,261.340,0.006,2.010,5.000
83053.839,302.076,347.260,261.340,-0.011,2.031,5.000
83057.870,302.080,347.181,261.500,0.006,2.010,5.000
83057.870,302.076,347.339,260.860,-0.011,1.999,5.000
83053.839,302.081,347.339,261.020,0.006,2.010,5.000
83057.870,302.076,347.260,260.700,0.022,2.010,5.000
83057.870,302.078,347.339,260.700,-0.027,2.010,5.000
83053.839,302.078,347.418,260.380,-0.011,2.010,5.000
83053.839,302.078,347.339,260.380,0.038,2.010,5.000
83053.839,302.078,347.339,260.220,-0.027,2.010,5.000
83057.870,302.076,347.418,260.380,-0.011,2.020,5.000
83057.870,302.080,347.497,259.739,0.006,1.999,5.000
83053.839,302.080,347.418,259.739,-0.011,2.020,5.000
83053.839,302.078,347.497,259.739,0.006,2.010,5.000
83057.870,302.080,347.339,259.579,-0.043,2.010,5.000
83057.870,302.078,347.418,259.259,-0.011,2.020,5.000
83049.808,302.080,347.497,259.099,0.038,2.020,5.000
83061.902,302.076,347.339,258.779,0.022,2.020,5.000
83057.870,302.076,347.339,258.779,-0.011,2.031,5.000
83057.870,302.075,347.418,258.619,0.006,2.010,5.000
83057.870,302.078,347.260,258.619,-0.027,1.988,5.000
83061.902,302.076,347.418,258.299,-0.011,1.999,5.000
83061.902,302.080,347.181,258.139,-0.027,2.010,5.000
83061.902,302.076,347.181,258.299,0.022,1.999,5.000
83049.808,302.075,347.181,257.978,-0.011,2.010,5.000
83053.839,302.078,347.260,257.818,0.006,2.010,5.000
83049.808,302.078,347.181,257.658,0.022,2.010,5.000
83053.839,302.076,347.181,257.818,0.022,1.988,5.000
83049.808,302.078,347.181,257.658,-0.011,2.010,5.000
83053.839,302.076,347.102,257.658,0.006,2.020,5.000
83053.839,302.080,347.023,257.498,-0.011,1.988,5.000
83049.808,302.076,347.102,257.338,0.022,1.999,5.000
83057.870,302.080,347.023,257.178,-0.027,2.010,5.000
83053.839,302.078,347.181,257.018,-0.027,2.010,5.000
83049.808,302.081,347.023,257.338,-0.027,2.010,5.000
83057.870,302.081,347.181,256.538,0.006,2.010,5.000
83057.870,302.080,347.102,256.858,0.022,2.010,5.000
83057.870,302.080,347.181,256.698,0.006,2.020,5.000
83057.870,302.081,347.102,256.538,0.006,1.999,5.000
83053.839,302.081,347.339,256.698,-0.027,2.010,5.000
83053.839,302.078,347.418,252.215,0.006,2.600,5.000
83061.902,302.078,347.260,252.535,-0.011,2.611,5.000
83053.839,302.078,347.181,252.535,0.006,2.611,5.000
83053.839,302.080,347.181,253.016,-0.027,2.611,5.000
83053.839,302.080,347.181,253.016,0.022,2.611,5.000
83053.839,302.081,347.102,253.496,-0.011,2.600,5.000
83053.839,302.080,347.023,253.176,-0.027,2.611,5.000
83057.870,302.083,347.260,253.336,-0.011,2.600,5.000
83061.902,302.078,347.023,253.976,-0.011,2.621,5.000
83053.839,302.078,347.102,253.816,-0.011,2.589,5.000
83053.839,302.080,347.023,254.136,0.022,2.611,5.000
83053.839,302.078,347.181,254.136,-0.011,2.600,5.000
83053.839,302.080,347.102,254.296,0.006,2.600,5.000
83049.808,302.085,347.102,254.616,0.006,2.589,5.000
83049.808,302.078,347.023,254.937,0.006,2.589,5.000
83053.839,302.078,347.023,254.616,0.006,2.600,5.000
83045.776,302.080,346.943,254.777,-0.011,2.611,5.000
83053.839,302.080,346.943,254.456,-0.011,2.600,5.000
83053.839,302.080,347.023,254.777,-0.027,2.600,5.000
83045.776,302.078,346.943,254.777,0.006,2.600,5.000
83053.839,302.080,347.102,254.616,-0.011,2.600,5.000
83049.808,302.076,347.023,254.937,-0.011,2.611,5.000
83049.808,302.080,347.181,254.777,0.006,2.611,5.000
83053.839,302.076,347.102,254.777,-0.027,2.589,5.000
83049.808,302.078,347.102,254.456,-0.027,2.600,5.000
83049.808,302.078,347.181,254.616,0.022,2.621,5.000
83049.808,302.075,347.102,254.616,-0.011,2.600,5.000
83049.808,302.080,347.102,254.456,-0.011,2.600,5.000
83053.839,302.078,347.102,254.136,0.006,2.589,5.000
83049.808,302.076,347.181,254.456,-0.011,2.600,5.000
83045.776,302.073,347.102,253.656,-0.011,2.568,5.000
83057.870,302.075,347.181,253.656,-0.011,2.600,5.000
83049.808,302.075,347.181,253.656,-0.027,2.589,5.000
83053.839,302.076,347.102,253.016,-0.011,2.611,5.000
83053.839,302.075,347.181,253.336,-0.011,2.621,5.000
83053.839,302.078,347.260,253.016,0.022,2.600,5.000
83053.839,302.075,347.260,252.855,0.022,2.600,5.000
83053.839,302.076,347.260,252.695,-0.027,2.579,5.000
83045.776,302.075,347.181,252.535,-0.027,2.589,5.000
83049.808,302.075,347.181,252.375,0.006,2.600,5.000
83049.808,302.076,347.260,252.055,-0.011,2.611,5.000
83053.839,302.076,347.260,252.055,0.006,2.579,5.000
83045.776,302.078,347.181,251.735,-0.011,2.611,5.000
83057.870,302.078,347.260,251.735,-0.027,2.600,5.000
83057.870,302.076,347.260,251.575,-0.011,2.621,5.000
83053.839,302.076,347.260,251.575,0.006,2.600,5.000
83061.902,302.080,347.260,251.575,0.038,2.589,5.000
83057.870,302.078,347.418,251.575,-0.043,2.600,5.000
83053.839,302.080,347.260,251.575,-0.027,2.600,5.000
83053.839,302.076,347.339,251.415,-0.043,2.600,5.000
83053.839,302.076,347.181,251.415,0.006,2.600,5.000
83053.839,302.080,347.260,251.575,-0.011,2.611,5.000
83045.776,302.078,347.260,251.735,0.006,2.611,5.000
83045.776,302.078,347.181,251.575,0.006,2.600,5.000
83057.870,302.076,347.260,251.575,0.006,2.579,5.000
83053.839,302.076,347.418,251.735,-0.011,2.600,5.000
83061.902,302.078,347.260,251.735,-0.011,2.600,5.000
83061.902,302.076,347.260,252.215,-0.011,2.589,5.000
83049.808,302.076,347.260,252.215,-0.011,2.611,5.000
83061.902,302.078,347.181,252.215,0.006,2.611,5.000
83045.776,302.080,347.181,252.535,0.006,2.600,5.000
83057.870,302.078,347.260,252.375,-0.011,2.579,5.000
83053.839,302.078,347.339,253.016,-0.027,2.611,5.000
83053.839,302.076,347.181,253.016,0.006,2.611,5.000
83049.808,302.080,347.181,253.336,-0.011,2.589,5.000
83053.839,302.076,347.260,253.656,-0.027,2.621,5.000
83053.839,302.078,347.181,253.816,-0.011,2.600,5.000
83053.839,302.078,347.260,253.976,-0.011,2.579,5.000
83049.808,302.078,347.181,254.296,-0.011,2.589,5.000
83049.808,302.078,347.102,254.616,0.006,2.600,5.000
83053.839,302.078,347.181,254.616,-0.011,2.621,5.000
83053.839,302.078,347.260,254.937,-0.011,2.611,5.000
83049.808,302.078,347.181,255.417,0.006,2.600,5.000
83053.839,302.075,347.181,255.737,-0.011,2.589,5.000
83049.808,302.076,347.181,255.897,-0.027,2.611,5.000
83049.808,302.078,347.102,256.057,-0.011,2.589,5.000
83053.839,302.080,347.102,256.698,-0.027,2.611,5.000
83057.870,302.075,347.023,256.698,-0.027,2.600,5.000
83049.808,302.076,347.181,257.018,-0.011,2.600,5.000
83061.902,302.078,347.023,257.178,0.006,2.589,5.000
83053.839,302.076,346.943,257.658,0.006,2.579,5.000
83053.839,302.078,347.023,257.978,-0.011,2.600,5.000
83053.839,302.076,346.943,258.139,0.006,2.600,5.000
83053.839,302.075,346.943,258.619,0.006,2.600,5.000
83049.808,302.076,346.943,258.939,-0.027,2.600,5.000
83053.839,302.075,346.943,259.419,0.006,2.611,5.000
83053.839,302.075,346.785,259.579,-0.027,2.589,5.000
83053.839,302.080,346.864,259.739,-0.027,2.600,5.000
83053.839,302.075,346.785,260.380,0.022,2.589,5.000
83057.870,302.075,346.785,260.540,-0.011,2.600,5.000
83057.870,302.075,346.627,260.860,0.006,2.589,5.000
83057.870,302.078,346.548,261.180,-0.027,2.611,5.000
83049.808,302.075,346.627,261.500,0.006,2.600,5.000
83057.870,302.075,346.785,261.180,-0.011,2.600,5.000
83053.839,302.076,346.627,261.661,-0.027,2.589,5.000
83057.870,302.075,346.548,262.301,-0.011,2.600,5.000
83053.839,302.078,346.548,262.461,0.006,2.589,5.000
83053.839,302.075,346.390,262.781,-0.011,2.600,5.000
83053.839,302.078,346.469,262.941,-0.011,2.611,5.000
83057.870,302.078,346.390,262.781,-0.027,2.600,5.000
83061.902,302.076,346.311,263.422,0.006,2.579,5.000
83049.808,302.078,346.390,263.101,-0.011,2.600,5.000
83049.808,302.076,346.469,263.582,-0.011,2.611,5.000
83053.839,302.075,346.390,263.582,-0.011,2.611,5.000
83053.839,302.075,346.311,263.261,-0.011,2.600,5.000
83049.808,302.076,346.232,263.422,-0.011,2.600,5.000
83045.776,302.075,346.232,263.582,-0.011,2.600,5.000
83049.808,302.075,346.153,263.422,-0.011,2.589,5.000
83049.808,302.072,346.153,263.261,-0.043,2.600,5.000
83045.776,302.073,346.153,263.101,-0.011,2.600,5.000
83053.839,302.073,346.232,262.941,-0.027,2.621,5.000
83049.808,302.075,346.232,262.781,0.022,2.611,5.000
83053.839,302.072,346.232,262.941,0.006,2.589,5.000
83053.839,302.073,346.232,262.621,-0.027,2.589,5.000
83053.839,302.072,346.074,262.461,0.006,2.600,5.000
83053.839,302.073,346.153,261.981,-0.011,2.600,5.000
83053.839,302.072,346.153,261.821,-0.011,2.589,5.000
83053.839,302.072,346.153,261.661,-0.027,2.611,5.000
83053.839,302.070,346.232,261.340,-0.027,2.611,5.000
83045.776,302.075,346.232,261.180,0.006,2.611,5.000
83053.839,302.073,346.232,260.860,-0.027,2.600,5.000
83053.839,302.073,346.153,260.540,-0.011,2.589,5.000
83057.870,302.073,346.232,260.220,-0.043,2.611,5.000
83053.839,302.075,346.074,259.579,-0.043,2.611,5.000
83057.870,302.073,346.153,259.419,-0.011,2.600,5.000
83057.870,302.075,346.153,259.099,-0.027,2.611,5.000
83057.870,302.076,346.232,258.779,0.006,2.611,5.000
83057.870,302.076,346.153,258.459,0.006,2.611,5.000
83057.870,302.075,346.153,257.978,-0.011,2.600,5.000
83061.902,302.078,346.074,257.498,0.022,2.611,5.000
83053.839,302.076,346.153,257.178,-0.027,2.600,5.000
83057.870,302.076,346.153,256.538,-0.011,2.589,5.000
83053.839,302.078,346.153,256.217,-0.011,2.589,5.000
83053.839,302.078,346.153,256.217,-0.027,2.600,5.000
83053.839,302.080,346.153,255.737,-0.027,2.600,5.000
83061.902,302.081,346.153,255.417,0.006,2.611,5.000
83057.870,302.080,346.153,255.257,-0.011,2.611,5.000
83057.870,302.081,346.232,255.097,0.006,2.600,5.000
83057.870,302.080,345.995,254.777,0.006,2.611,5.000
83057.870,302.080,346.232,254.456,0.022,2.600,5.000
83053.839,302.083,346.153,254.296,-0.027,2.611,5.000
83057.870,302.080,346.074,253.976,-0.027,2.589,5.000
83057.870,302.080,346.074,254.296,-0.011,2.600,5.000
83049.808,302.080,346.074,253.976,-0.011,2.600,5.000
83049.808,302.081,345.916,253.336,-0.027,2.600,5.000
83053.839,302.081,345.995,253.176,-0.027,2.611,5.000
83057.870,302.081,346.074,253.336,0.006,2.589,5.000
83045.776,302.078,345.995,253.016,-0.011,2.589,5.000
83053.839,302.078,345.916,253.016,0.006,2.589,5.000
83057.870,302.080,345.837,253.016,-0.011,2.611,5.000
83057.870,302.083,345.758,253.176,-0.027,2.600,5.000
83049.808,302.078,345.837,253.336,-0.011,2.611,5.000
83049.808,302.080,345.758,253.176,0.006,2.611,5.000
83045.776,302.078,345.679,253.496,-0.011,2.611,5.000
83053.839,302.075,345.758,253.016,-0.027,2.600,5.000
83045.776,302.076,345.758,253.496,0.006,2.600,5.000
83049.808,302.076,345.600,253.656,-0.011,2.611,5.000
83053.839,302.078,345.600,253.496,-0.011,2.600,5.000
83045.776,302.075,345.600,253.656,-0.011,2.600,5.000
83057.870,302.076,345.600,253.496,0.006,2.621,5.000
83049.808,302.078,345.600,253.656,0.022,2.600,5.000
83061.902,302.078,345.521,253.816,-0.027,2.611,5.000
83049.808,302.076,345.521,253.816,0.006,2.600,5.000
83057.870,302.075,345.600,254.296,-0.011,2.600,5.000
83053.839,302.075,345.521,254.136,0.006,2.600,5.000
83049.808,302.075,345.442,254.136,0.006,2.621,5.000
83053.839,302.072,345.363,254.456,-0.011,2.600,5.000
83053.839,302.073,345.442,254.616,0.038,2.611,5.000
83053.839,302.075,345.442,254.777,-0.011,2.600,5.000
83053.839,302.075,345.442,254.456,-0.011,2.600,5.000
83053.839,302.073,345.284,254.937,0.006,2.600,5.000
83049.808,302.075,345.363,255.097,-0.011,2.611,5.000
83057.870,302.072,345.442,255.097,-0.011,2.611,5.000
83061.902,302.075,345.284,255.097,-0.011,2.611,5.000
83057.870,302.075,345.600,255.257,0.022,2.600,5.000
83061.902,302.076,345.284,255.417,0.006,2.600,5.000
83057.870,302.078,345.363,255.577,-0.027,2.589,5.000
83057.870,302.076,345.205,256.057,-0.027,2.589,5.000
83057.870,302.075,345.363,256.217,-0.011,2.600,5.000
83065.933,302.078,345.363,255.897,-0.011,2.600,5.000
83057.870,302.076,345.363,256.217,-0.011,2.589,5.000
83057.870,302.075,345.521,256.217,0.006,2.600,5.000
83065.933,302.076,345.521,256.377,-0.011,2.589,5.000
83065.933,302.075,345.521,256.377,-0.011,2.621,5.000
83057.870,302.078,345.363,256.698,0.006,2.579,5.000
83065.933,302.076,345.521,256.858,-0.011,2.600,5.000
83057.870,302.075,345.442,257.018,0.006,2.589,5.000
83057.870,302.076,345.679,257.178,0.006,2.579,5.000
83065.933,302.076,345.600,257.338,0.006,2.579,5.000
83065.933,302.081,345.521,257.338,-0.043,2.600,5.000
83065.933,302.078,345.600,257.658,-0.011,2.589,5.000
83065.933,302.076,345.600,257.818,-0.043,2.589,5.000
83057.870,302.078,345.679,257.978,-0.011,2.589,5.000
83053.839,302.078,345.600,257.818,0.022,2.621,5.000
83061.902,302.080,345.600,258.139,0.006,2.621,5.000
83057.870,302.080,345.679,258.139,0.006,2.600,5.000
83053.839,302.078,345.679,258.299,-0.011,2.600,5.000
83057.870,302.078,345.758,258.299,-0.011,2.600,5.000
83049.808,302.081,345.679,258.299,-0.011,2.600,5.000
83057.870,302.078,345.679,258.459,-0.011,2.600,5.000
83053.839,302.076,345.679,258.299,-0.011,2.568,5.000
83049.808,302.075,345.679,258.459,-0.027,2.589,5.000
83053.839,302.076,345.758,258.619,-0.011,2.600,5.000
83049.808,302.075,345.679,258.459,-0.011,2.600,5.000
83057.870,302.078,345.837,258.299,-0.011,2.589,5.000
83045.776,302.076,345.758,258.779,-0.011,2.621,5.000
83049.808,302.076,345.758,258.299,0.006,2.600,5.000
83049.808,302.080,345.837,258.459,-0.027,2.611,5.000
83045.776,302.078,345.837,258.459,-0.043,2.600,5.000
83049.808,302.075,345.837,258.459,0.006,2.589,5.000
83041.745,302.076,345.837,258.139,-0.011,2.611,5.000
83041.745,302.076,345.837,258.459,-0.011,2.589,5.000
83049.808,302.078,345.837,258.619,0.006,2.589,5.000
83053.839,302.080,345.679,258.299,-0.027,2.600,5.000
83045.776,302.076,345.837,257.978,-0.011,2.579,5.000
83049.808,302.076,345.916,257.978,-0.011,2.611,5.000
83053.839,302.078,345.758,257.978,0.006,2.611,5.000
83053.839,302.075,345.758,258.139,-0.011,2.600,5.000
83049.808,302.078,345.916,257.978,-0.011,2.600,5.000
83049.808,302.078,345.916,257.818,-0.027,2.600,5.000
83049.808,302.076,345.916,257.978,0.006,2.611,5.000
83045.776,302.076,345.916,257.978,-0.011,2.600,5.000
83049.808,302.076,345.995,257.658,-0.011,2.611,5.000
83057.870,302.078,346.074,257.978,-0.027,2.611,5.000
83053.839,302.073,346.074,257.658,0.006,2.600,5.000
83049.808,302.078,346.074,257.658,-0.011,2.611,5.000
83049.808,302.081,346.074,257.818,-0.011,2.600,5.000
83049.808,302.076,346.153,257.658,0.022,2.611,5.000
83049.808,302.076,346.311,257.818,-0.027,2.589,5.000
83053.839,302.078,346.232,257.818,0.006,2.589,5.000
83049.808,302.081,346.232,257.658,-0.011,2.600,5.000
83057.870,302.080,346.311,257.978,-0.011,2.600,5.000
83049.808,302.078,346.311,257.978,-0.011,2.600,5.000
83053.839,302.078,346.311,257.978,0.022,2.611,5.000
83057.870,302.078,346.311,258.299,0.006,2.600,5.000
83053.839,302.078,346.469,258.139,-0.043,2.600,5.000
83049.808,302.081,346.548,258.459,-0.011,2.589,5.000
83053.839,302.080,346.390,258.299,-0.011,2.589,5.000
83053.839,302.080,346.548,258.139,0.006,2.611,5.000
83049.808,302.080,346.548,258.299,-0.011,2.579,5.000
83057.870,302.080,346.627,258.139,-0.011,2.600,5.000
83053.839,302.081,346.706,258.299,-0.011,2.589,5.000
83045.776,302.076,346.785,258.459,-0.027,2.589,5.000
83049.808,302.081,346.627,258.299,-0.011,2.611,5.000
83049.808,302.080,346.864,258.459,-0.011,2.611,5.000
83049.808,302.080,346.785,258.299,-0.011,2.600,5.000
83053.839,302.076,346.785,258.459,-0.027,2.600,5.000
83049.808,302.078,346.864,258.299,0.006,2.589,5.000
83049.808,302.080,346.785,258.299,-0.011,2.611,5.000
83053.839,302.080,347.023,258.139,-0.027,2.589,5.000
83053.839,302.078,346.864,258.459,-0.027,2.600,5.000
83053.839,302.080,346.943,257.498,0.006,2.600,5.000
83049.808,302.080,347.023,257.658,0.006,2.611,5.000
83053.839,302.078,347.023,257.498,-0.011,2.589,5.000
83057.870,302.075,347.102,257.178,-0.011,2.611,5.000
83053.839,302.076,347.102,257.178,-0.011,2.600,5.000
83049.808,302.076,347.102,256.858,-0.043,2.600,5.000
83057.870,302.076,347.102,256.538,-0.011,2.600,5.000
83049.808,302.078,347.023,256.538,-0.011,2.600,5.000
83049.808,302.076,347.023,256.377,-0.011,2.600,5.000
83057.870,302.076,347.181,256.217,-0.027,2.600,5.000
83053.839,302.078,347.339,255.897,0.022,2.600,5.000
83053.839,302.076,347.260,255.897,0.006,2.611,5.000
83049.808,302.075,347.260,255.897,-0.011,2.600,5.000
83053.839,302.076,347.260,255.577,-0.027,2.600,5.000
83053.839,302.078,347.260,255.417,-0.027,2.600,5.000
83053.839,302.080,347.339,255.417,-0.027,2.621,5.000
83057.870,302.076,347.418,255.257,-0.043,2.600,5.000
83053.839,302.080,347.260,254.937,0.006,2.589,5.000
83053.839,302.076,347.339,254.777,-0.027,2.600,5.000
83053.839,302.078,347.497,254.777,-0.011,2.600,5.000
83053.839,302.076,347.418,254.777,-0.011,2.579,5.000
83049.808,302.076,347.418,254.616,0.006,2.589,5.000
83049.808,302.076,347.339,254.937,-0.011,2.589,5.000
