%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83041.745,302.073,346.943,325.057,0.006,5.906,5.000
83049.808,302.073,346.943,325.218,0.006,5.896,5.000
83041.745,302.072,347.102,325.538,-0.043,5.896,5.000
83041.745,302.070,347.102,325.378,-0.011,5.874,5.000
83041.745,302.070,347.023,325.698,0.006,5.885,5.000
83041.745,302.072,346.943,326.018,-0.011,5.874,5.000
83037.713,302.072,347.102,326.018,0.022,5.885,5.000
83041.745,302.073,347.102,326.338,0.006,5.906,5.000
83045.776,302.073,347.023,326.498,-0.011,5.885,5.000
83041.745,302.072,347.102,326.498,0.006,5.896,5.000
83041.745,302.073,347.102,326.338,-0.011,5.874,5.000
83041.745,302.073,347.102,326.498,-0.011,5.885,5.000
83041.745,302.075,347.102,326.498,0.006,5.874,5.000
83041.745,302.073,347.023,326.498,-0.011,5.906,5.000
83045.776,302.075,347.023,326.498,0.022,5.885,5.000
83041.745,302.073,347.102,327.139,-0.011,5.874,5.000
83041.745,302.072,347.023,326.979,0.022,5.885,5.000
83041.745,302.072,347.023,326.979,0.006,5.885,5.000
83049.808,302.075,347.023,326.979,-0.011,5.896,5.000
83045.776,302.073,347.023,326.979,-0.011,5.885,5.000
83045.776,302.075,347.102,327.139,0.006,5.896,5.000
83049.808,302.073,347.181,327.299,0.006,5.896,5.000
83045.776,302.075,346.943,327.459,0.006,5.885,5.000
83045.776,302.073,347.023,327.299,-0.011,5.896,5.000
83045.776,302.073,347.102,327.299,0.006,5.896,5.000
83045.776,302.072,347.023,327.459,-0.011,5.885,5.000
83045.776,302.072,347.023,327.779,-0.027,5.874,5.000
83049.808,302.072,347.023,327.779,-0.011,5.885,5.000
83049.808,302.073,347.023,327.779,-0.011,5.885,5.000
83037.713,302.073,346.943,328.099,0.006,5.896,5.000
83049.808,302.076,347.102,328.099,-0.011,5.896,5.000
83045.776,302.073,346.785,328.259,-0.011,5.885,5.000
83049.808,302.073,346.943,328.580,-0.027,5.885,5.000
83041.745,302.073,347.023,328.580,0.006,5.885,5.000
83049.808,302.072,346.864,328.900,-0.027,5.896,5.000
83045.776,302.072,346.943,328.900,-0.011,5.906,5.000
83049.808,302.073,346.943,329.060,0.006,5.906,5.000
83049.808,302.073,346.943,329.060,-0.027,5.885,5.000
83045.776,302.073,346.864,329.380,0.006,5.885,5.000
83045.776,302.070,346.864,329.700,0.022,5.885,5.000
83045.776,302.072,346.785,329.860,-0.011,5.906,5.000
83049.808,302.070,346.943,330.180,-0.027,5.874,5.000
83045.776,302.072,346.785,330.341,-0.011,5.885,5.000
83041.745,302.075,346.785,330.501,0.006,5.885,5.000
83049.808,302.072,346.785,330.821,0.006,5.896,5.000
83045.776,302.073,346.785,330.821,-0.027,5.874,5.000
83045.776,302.073,346.706,330.981,-0.011,5.896,5.000
83041.745,302.072,346.706,330.981,-0.011,5.896,5.000
83037.713,302.073,346.785,331.301,0.022,5.896,5.000
83045.776,302.070,346.548,331.301,0.006,5.874,5.000
83041.745,302.073,346.627,331.621,0.006,5.885,5.000
83037.713,302.070,346.390,331.621,0.006,5.885,5.000
83041.745,302.072,346.390,331.941,-0.011,5.885,5.000
83037.713,302.070,346.390,331.941,-0.011,5.885,5.000
83037.713,302.072,346.232,331.941,0.006,5.874,5.000
83045.776,302.072,346.232,332.422,-0.027,5.885,5.000
83041.745,302.072,346.390,332.422,0.006,5.874,5.000
83041.745,302.072,346.311,332.422,-0.011,5.874,5.000
83037.713,302.072,346.232,332.742,-0.011,5.906,5.000
83041.745,302.072,346.311,332.902,-0.011,5.896,5.000
83037.713,302.073,346.153,332.742,-0.011,5.885,5.000
83041.745,302.070,346.153,332.902,0.006,5.896,5.000
83041.745,302.070,346.311,333.062,0.006,5.885,5.000
83037.713,302.070,346.074,333.382,0.006,5.896,5.000
83037.713,302.075,346.074,333.062,-0.011,5.896,5.000
83041.745,302.072,345.916,333.222,-0.011,5.906,5.000
83037.713,302.072,346.153,333.382,-0.011,5.885,5.000
83041.745,302.072,346.153,333.702,0.006,5.896,5.000
83041.745,302.073,346.074,333.702,-0.011,5.896,5.000
83041.745,302.073,345.995,333.542,-0.011,5.906,5.000
83037.713,302.073,345.995,333.542,0.006,5.874,5.000
83041.745,302.073,345.995,333.542,0.006,5.885,5.000
83033.682,302.073,345.995,333.702,0.022,5.896,5.000
83045.776,302.073,345.995,333.702,0.022,5.896,5.000
83045.776,302.072,345.995,333.863,-0.011,5.885,5.000
83037.713,302.072,345.995,334.023,0.006,5.896,5.000
83041.745,302.073,345.995,334.023,0.006,5.896,5.000
83041.745,302.073,345.995,334.023,-0.011,5.885,5.000
83049.808,302.072,345.916,334.183,0.006,5.885,5.000
83041.745,302.073,346.074,334.343,-0.011,5.885,5.000
83049.808,302.070,345.995,334.343,-0.011,5.896,5.000
83049.808,302.072,345.916,334.503,-0.011,5.863,5.000
83045.776,302.072,345.995,334.663,0.038,5.885,5.000
83045.776,302.072,345.995,334.823,-0.027,5.906,5.000
83041.745,302.072,345.916,334.823,0.006,5.874,5.000
83045.776,302.068,345.916,335.143,0.006,5.896,5.000
83041.745,302.072,345.837,335.303,-0.011,5.885,5.000
83057.870,302.070,345.837,335.303,-0.027,5.874,5.000
83053.839,302.068,345.995,335.464,0.006,5.863,5.000
83045.776,302.070,345.837,335.303,-0.027,5.896,5.000
83049.808,302.070,345.916,335.784,0.022,5.896,5.000
83049.808,302.068,345.837,335.784,-0.011,5.906,5.000
83057.870,302.072,345.916,335.944,-0.011,5.885,5.000
83049.808,302.067,345.916,335.944,-0.011,5.896,5.000
83049.808,302.070,345.916,336.104,0.006,5.885,5.000
83049.808,302.070,345.916,336.104,0.006,5.885,5.000
83049.808,302.068,345.837,336.264,-0.011,5.885,5.000
83049.808,302.073,345.837,336.744,0.006,5.896,5.000
83053.839,302.072,345.758,336.424,-0.011,5.896,5.000
83057.870,302.070,345.837,336.904,0.022,5.874,5.000
83049.808,302.070,345.679,337.064,0.006,5.863,5.000
83049.808,302.070,345.679,336.744,-0.027,5.874,5.000
83053.839,302.070,345.679,337.064,-0.011,5.885,5.000
83053.839,302.073,345.679,337.225,0.006,5.896,5.000
83049.808,302.073,345.837,336.904,0.022,5.885,5.000
83057.870,302.073,345.758,337.385,-0.027,5.885,5.000
83041.745,302.072,345.600,337.225,-0.011,5.885,5.000
83049.808,302.070,345.600,337.385,0.006,5.885,5.000
83045.776,302.072,345.521,337.385,-0.027,5.874,5.000
83049.808,302.073,345.442,337.385,0.006,5.874,5.000
83041.745,302.072,345.442,337.385,-0.011,5.885,5.000
83045.776,302.073,345.442,337.385,0.006,5.896,5.000
83041.745,302.076,345.284,337.385,-0.011,5.896,5.000
83049.808,302.075,345.363,336.904,-0.043,5.906,5.000
83041.745,302.075,345.284,336.904,-0.027,5.896,5.000
83045.776,302.075,345.363,337.064,0.022,5.885,5.000
83037.713,302.072,345.205,336.904,-0.011,5.885,5.000
83037.713,302.073,345.047,336.904,-0.011,5.885,5.000
83041.745,302.076,345.126,336.904,-0.027,5.896,5.000
83033.682,302.076,345.047,336.584,0.006,5.896,5.000
83041.745,302.073,344.968,336.584,0.022,5.863,5.000
83037.713,302.073,345.126,336.104,-0.011,5.896,5.000
83037.713,302.076,344.968,336.104,-0.043,5.917,5.000
83037.713,302.075,344.968,336.104,-0.011,5.885,5.000
83033.682,302.076,344.968,335.944,-0.011,5.874,5.000
83033.682,302.073,344.810,335.944,0.006,5.885,5.000
83033.682,302.073,344.889,335.784,-0.011,5.896,5.000
83041.745,302.078,344.810,335.784,-0.011,5.874,5.000
83037.713,302.076,344.652,335.624,0.006,5.874,5.000
83037.713,302.073,344.652,335.464,-0.011,5.874,5.000
83041.745,302.072,344.652,335.143,-0.011,5.906,5.000
83045.776,302.073,344.731,335.303,0.022,5.896,5.000
83041.745,302.073,344.652,335.303,-0.011,5.906,5.000
83037.713,302.072,344.652,335.303,0.006,5.906,5.000
83041.745,302.076,344.731,334.823,-0.011,5.896,5.000
83041.745,302.073,344.731,334.983,-0.011,5.906,5.000
83041.745,302.075,344.652,334.663,-0.011,5.896,5.000
83053.839,302.073,344.573,334.983,0.006,5.885,5.000
83049.808,302.073,344.731,334.503,-0.011,5.885,5.000
83049.808,302.068,344.652,334.663,0.006,5.885,5.000
83057.870,302.068,344.494,334.663,0.038,5.896,5.000
83049.808,302.068,344.652,334.663,0.006,5.885,5.000
83045.776,302.068,344.573,334.503,-0.027,5.885,5.000
83053.839,302.067,344.573,334.663,-0.027,5.885,5.000
83049.808,302.070,344.573,334.503,-0.027,5.885,5.000
83049.808,302.065,344.415,334.343,-0.011,5.874,5.000
83053.839,302.070,344.573,334.663,-0.011,5.885,5.000
83045.776,302.067,344.494,334.183,0.006,5.896,5.000
83049.808,302.068,344.652,334.183,0.006,5.906,5.000
83049.808,302.073,344.573,334.343,0.006,5.874,5.000
83053.839,302.068,344.494,334.183,-0.011,5.906,5.000
83049.808,302.073,344.494,334.343,0.022,5.896,5.000
83049.808,302.067,344.415,334.183,-0.011,5.885,5.000
83045.776,302.072,344.415,334.183,-0.027,5.896,5.000
83045.776,302.075,344.335,334.023,-0.011,5.885,5.000
83049.808,302.073,344.415,334.183,-0.011,5.896,5.000
83045.776,302.073,344.335,334.023,0.006,5.874,5.000
83045.776,302.073,344.494,334.183,-0.011,5.896,5.000
83041.745,302.073,344.335,334.023,-0.011,5.885,5.000
83041.745,302.073,344.415,334.023,-0.011,5.896,5.000
83045.776,302.072,344.335,333.702,-0.043,5.906,5.000
83045.776,302.075,344.415,334.023,-0.011,5.896,5.000
83037.713,302.075,344.335,333.863,-0.011,5.885,5.000
83041.745,302.068,348.603,341.547,0.006,6.572,5.000
83049.808,302.073,348.761,341.707,0.006,6.572,5.000
83041.745,302.075,348.682,341.867,-0.011,6.572,5.000
83045.776,302.073,348.761,341.867,0.006,6.572,5.000
83041.745,302.073,348.603,341.707,-0.011,6.561,5.000
83037.713,302.073,348.682,342.027,0.006,6.593,5.000
83041.745,302.070,348.682,342.508,-0.027,6.583,5.000
83041.745,302.068,348.761,342.508,-0.011,6.561,5.000
83037.713,302.070,348.682,342.508,-0.011,6.572,5.000
83041.745,302.068,348.761,342.508,-0.027,6.583,5.000
83041.745,302.070,348.761,342.668,-0.011,6.572,5.000
83041.745,302.072,348.761,342.988,0.022,6.583,5.000
83045.776,302.068,348.840,342.988,-0.011,6.561,5.000
83041.745,302.072,348.682,343.148,-0.011,6.540,5.000
83045.776,302.070,348.840,342.828,0.006,6.572,5.000
83049.808,302.072,348.682,343.148,-0.011,6.561,5.000
83049.808,302.068,348.761,343.308,-0.011,6.572,5.000
83045.776,302.068,348.603,343.468,0.006,6.572,5.000
83049.808,302.070,348.840,343.308,0.006,6.561,5.000
83037.713,302.068,348.761,343.788,-0.043,6.572,5.000
83045.776,302.068,348.761,343.788,-0.027,6.572,5.000
83045.776,302.068,348.761,343.948,-0.011,6.572,5.000
83053.839,302.070,348.761,344.269,-0.011,6.572,5.000
83049.808,302.070,348.840,344.109,0.006,6.561,5.000
83049.808,302.068,348.919,344.269,0.006,6.572,5.000
83053.839,302.070,348.919,344.429,0.006,6.572,5.000
83049.808,302.072,348.919,344.589,-0.027,6.593,5.000
83053.839,302.072,349.077,344.749,-0.011,6.572,5.000
83053.839,302.070,348.998,344.749,-0.011,6.583,5.000
83053.839,302.070,349.077,344.909,-0.011,6.561,5.000
83049.808,302.068,348.919,344.749,-0.011,6.572,5.000
83061.902,302.067,348.998,345.229,-0.011,6.561,5.000
83053.839,302.070,348.998,345.389,0.006,6.550,5.000
83049.808,302.070,349.077,345.709,-0.011,6.593,5.000
83045.776,302.068,349.156,345.229,-0.011,6.583,5.000
83053.839,302.067,349.156,345.709,0.006,6.561,5.000
83049.808,302.068,349.235,345.709,-0.011,6.572,5.000
83053.839,302.067,349.235,346.190,0.006,6.572,5.000
83049.808,302.072,349.393,346.030,-0.011,6.561,5.000
83053.839,302.068,349.314,346.030,-0.011,6.550,5.000
83041.745,302.073,349.472,346.190,-0.011,6.572,5.000
83053.839,302.070,349.393,346.350,0.038,6.583,5.000
83053.839,302.073,349.551,346.510,-0.011,6.550,5.000
83053.839,302.072,349.472,346.350,-0.011,6.550,5.000
83049.808,302.070,349.630,346.670,-0.011,6.550,5.000
83045.776,302.070,349.551,346.510,-0.011,6.561,5.000
83049.808,302.072,349.551,346.350,-0.011,6.561,5.000
83049.808,302.073,349.710,346.510,0.006,6.583,5.000
83049.808,302.075,349.630,346.350,-0.011,6.583,5.000
83061.902,302.073,349.710,346.670,-0.043,6.572,5.000
83053.839,302.072,349.710,346.510,0.006,6.572,5.000
83053.839,302.073,349.710,346.350,-0.027,6.561,5.000
83053.839,302.073,349.789,346.670,-0.011,6.561,5.000
83053.839,302.075,349.789,346.510,0.006,6.561,5.000
83049.808,302.072,349.630,346.350,0.006,6.572,5.000
83049.808,302.075,349.789,346.190,-0.027,6.572,5.000
83049.808,302.075,349.789,346.350,0.006,6.572,5.000
83049.808,302.073,349.630,346.190,0.006,6.583,5.000
83057.870,302.072,349.789,345.870,0.006,6.572,5.000
83053.839,302.075,349.789,345.709,0.022,6.561,5.000
83049.808,302.073,349.868,345.870,-0.011,6.572,5.000
83053.839,302.073,349.947,345.389,0.006,6.572,5.000
83049.808,302.073,349.947,345.549,-0.027,6.572,5.000
83049.808,302.075,349.947,345.389,0.006,6.561,5.000
83049.808,302.073,349.789,345.069,-0.011,6.583,5.000
83053.839,302.072,349.947,345.229,-0.027,6.561,5.000
83049.808,302.072,349.947,345.069,0.006,6.572,5.000
83057.870,302.073,349.868,344.749,0.006,6.561,5.000
83049.808,302.073,350.026,344.909,-0.011,6.561,5.000
83053.839,302.075,350.026,344.589,-0.027,6.572,5.000
83049.808,302.073,350.026,344.589,-0.027,6.572,5.000
83045.776,302.073,350.026,344.429,-0.011,6.561,5.000
83049.808,302.075,350.105,344.269,-0.027,6.572,5.000
83045.776,302.073,350.026,344.109,-0.011,6.561,5.000
83049.808,302.075,350.026,344.109,-0.027,6.561,5.000
83049.808,302.075,350.105,343.948,-0.011,6.572,5.000
83045.776,302.075,350.105,343.948,-0.027,6.583,5.000
83045.776,302.073,350.184,343.788,-0.011,6.583,5.000
83045.776,302.073,349.947,343.788,-0.043,6.572,5.000
83049.808,302.075,350.026,343.788,0.006,6.583,5.000
83037.713,302.075,350.184,343.788,-0.011,6.583,5.000
83041.745,302.072,350.026,343.788,-0.011,6.561,5.000
83041.745,302.072,350.026,343.948,0.006,6.572,5.000
83049.808,302.075,349.947,343.948,-0.011,6.572,5.000
83041.745,302.072,349.868,343.788,-0.011,6.561,5.000
83045.776,302.075,349.789,343.948,-0.011,6.583,5.000
83049.808,302.073,349.868,344.269,-0.011,6.561,5.000
83041.745,302.072,349.868,344.109,0.006,6.561,5.000
83045.776,302.073,349.710,344.589,-0.011,6.561,5.000
83041.745,302.070,349.710,344.429,-0.011,6.583,5.000
83041.745,302.068,349.393,344.909,-0.011,6.583,5.000
83045.776,302.072,349.551,344.909,-0.011,6.561,5.000
83045.776,302.072,349.630,345.069,-0.011,6.572,5.000
83049.808,302.073,349.472,345.069,-0.011,6.561,5.000
83049.808,302.072,349.393,345.229,-0.027,6.561,5.000
83049.808,302.073,349.393,345.229,0.022,6.561,5.000
83049.808,302.072,349.314,345.549,-0.011,6.583,5.000
83049.808,302.072,349.314,345.549,0.006,6.561,5.000
83049.808,302.073,349.235,345.709,0.006,6.561,5.000
83045.776,302.070,348.919,345.709,-0.027,6.572,5.000
83057.870,302.067,348.998,346.030,-0.011,6.583,5.000
83049.808,302.070,348.840,346.190,-0.011,6.561,5.000
83045.776,302.068,348.840,346.350,0.006,6.572,5.000
83045.776,302.067,348.682,346.510,-0.011,6.561,5.000
83045.776,302.067,348.603,346.670,0.022,6.572,5.000
83053.839,302.068,348.603,346.830,-0.011,6.561,5.000
83053.839,302.068,348.524,346.830,-0.043,6.572,5.000
83045.776,302.068,348.445,346.830,0.006,6.572,5.000
83049.808,302.068,348.366,347.150,-0.011,6.572,5.000
83057.870,302.068,348.208,346.830,-0.027,6.572,5.000
83057.870,302.067,348.208,347.150,-0.027,6.561,5.000
83053.839,302.068,348.129,347.310,-0.011,6.561,5.000
83049.808,302.067,348.050,346.990,-0.027,6.572,5.000
83053.839,302.070,348.050,346.830,-0.011,6.583,5.000
83057.870,302.068,347.971,346.830,-0.027,6.572,5.000
83053.839,302.070,347.813,347.310,-0.011,6.572,5.000
83049.808,302.068,347.971,346.990,-0.011,6.550,5.000
83053.839,302.070,347.734,346.670,0.006,6.572,5.000
83049.808,302.068,347.734,346.670,-0.011,6.540,5.000
83049.808,302.067,347.734,346.830,0.006,6.561,5.000
83049.808,302.070,347.655,346.510,-0.011,6.572,5.000
83049.808,302.068,347.655,346.510,-0.027,6.561,5.000
83053.839,302.067,347.734,346.350,0.006,6.572,5.000
83049.808,302.068,347.576,346.030,-0.011,6.572,5.000
83053.839,302.068,347.576,346.350,0.006,6.561,5.000
83053.839,302.067,347.655,346.030,0.006,6.561,5.000
83049.808,302.070,347.734,346.190,0.006,6.561,5.000
83049.808,302.072,347.497,345.709,-0.011,6.572,5.000
83049.808,302.067,347.497,345.549,-0.011,6.561,5.000
83057.870,302.072,347.418,345.709,0.006,6.572,5.000
83057.870,302.068,347.418,345.389,0.022,6.572,5.000
83049.808,302.070,347.497,345.229,0.006,6.561,5.000
83053.839,302.070,347.497,345.069,-0.043,6.572,5.000
83049.808,302.070,347.497,344.909,0.006,6.583,5.000
83049.808,302.072,347.418,345.069,-0.011,6.572,5.000
83049.808,302.070,347.418,344.909,0.006,6.572,5.000
83049.808,302.068,347.260,344.589,-0.027,6.561,5.000
83049.808,302.073,347.181,344.429,-0.011,6.583,5.000
83053.839,302.072,347.418,344.589,-0.011,6.561,5.000
83053.839,302.072,347.339,344.589,-0.011,6.572,5.000
83053.839,302.073,347.260,344.269,0.022,6.561,5.000
83053.839,302.073,347.260,344.429,-0.011,6.561,5.000
83049.808,302.072,347.339,344.109,-0.027,6.583,5.000
83053.839,302.075,347.260,344.109,-0.027,6.550,5.000
83049.808,302.072,347.260,344.109,-0.027,6.572,5.000
83045.776,302.072,347.260,343.948,-0.011,6.583,5.000
83053.839,302.075,347.260,343.948,-0.027,6.561,5.000
83041.745,302.073,347.181,343.628,0.038,6.572,5.000
83049.808,302.072,347.102,343.788,0.006,6.561,5.000
83045.776,302.072,347.102,343.788,-0.011,6.550,5.000
83045.776,302.075,347.181,343.468,-0.011,6.572,5.000
83053.839,302.075,347.181,343.468,0.006,6.561,5.000
83049.808,302.075,347.181,343.628,-0.011,6.583,5.000
83053.839,302.076,347.102,343.468,-0.043,6.561,5.000
83045.776,302.075,347.023,343.308,-0.011,6.583,5.000
83053.839,302.073,347.023,343.308,-0.011,6.593,5.000
83049.808,302.075,346.943,343.148,0.006,6.561,5.000
83045.776,302.072,347.023,343.148,-0.011,6.561,5.000
83049.808,302.072,346.943,342.828,-0.011,6.583,5.000
83053.839,302.075,347.023,342.668,-0.027,6.561,5.000
83049.808,302.072,346.785,342.668,-0.043,6.561,5.000
83053.839,302.073,347.023,342.668,-0.011,6.561,5.000
83049.808,302.072,346.943,342.508,-0.011,6.593,5.000
83057.870,302.073,346.943,342.187,-0.011,6.561,5.000
83049.808,302.073,346.943,342.187,0.022,6.572,5.000
83053.839,302.072,346.943,342.187,0.006,6.583,5.000
83053.839,302.072,346.785,342.187,0.006,6.561,5.000
83049.808,302.073,347.023,342.027,-0.027,6.572,5.000
83053.839,302.072,346.864,341.547,0.006,6.572,5.000
83053.839,302.072,346.785,341.707,0.006,6.572,5.000
83053.839,302.072,346.785,341.227,-0.011,6.572,5.000
83057.870,302.073,346.785,340.907,0.006,6.583,5.000
83053.839,302.068,346.864,341.227,0.022,6.572,5.000
83053.839,302.070,346.864,340.587,0.006,6.572,5.000
83053.839,302.073,346.785,340.907,-0.011,6.583,5.000
83053.839,302.073,346.785,340.587,-0.027,6.572,5.000
83053.839,302.072,346.627,340.747,0.006,6.572,5.000
83053.839,302.072,346.706,340.747,0.006,6.561,5.000
83053.839,302.073,346.548,340.426,-0.011,6.572,5.000
83049.808,302.073,346.706,340.426,-0.027,6.561,5.000
83049.808,302.072,346.548,340.266,-0.027,6.572,5.000
83049.808,302.072,346.548,340.266,0.022,6.583,5.000
83053.839,302.068,346.548,340.426,-0.027,6.583,5.000
83049.808,302.073,346.469,339.946,-0.011,6.583,5.000
83057.870,302.070,346.469,340.106,-0.011,6.593,5.000
83053.839,302.068,346.469,340.106,-0.027,6.561,5.000
83057.870,302.070,346.311,339.786,0.006,6.561,5.000
83053.839,302.072,346.469,340.106,-0.011,6.561,5.000
83049.808,302.073,346.469,340.266,-0.011,6.593,5.000
83057.870,302.072,346.390,340.106,0.022,6.572,5.000
83053.839,302.072,346.390,340.106,-0.027,6.561,5.000
83053.839,302.072,346.390,340.106,0.006,6.572,5.000
83057.870,302.070,346.311,340.106,0.022,6.561,5.000
83053.839,302.073,346.390,340.426,-0.011,6.550,5.000
83053.839,302.073,346.311,340.587,-0.011,6.572,5.000
83053.839,302.070,346.390,340.587,-0.027,6.583,5.000
83057.870,302.070,346.153,340.587,0.006,6.572,5.000
83053.839,302.076,346.311,341.067,-0.011,6.561,5.000
83053.839,302.073,346.232,340.747,-0.011,6.583,5.000
83053.839,302.070,346.311,340.747,0.006,6.583,5.000
83057.870,302.073,346.232,340.747,0.006,6.561,5.000
83057.870,302.073,345.995,341.387,-0.027,6.583,5.000
83057.870,302.073,346.232,341.387,-0.011,6.572,5.000
83053.839,302.072,346.153,341.387,0.006,6.583,5.000
83057.870,302.073,346.074,341.707,-0.011,6.561,5.000
83057.870,302.073,345.995,341.867,0.006,6.572,5.000
83057.870,302.070,346.153,341.707,-0.027,6.561,5.000
83053.839,302.073,345.916,341.707,-0.011,6.561,5.000
83053.839,302.073,345.995,342.027,0.006,6.583,5.000
83053.839,302.075,345.995,342.187,-0.027,6.572,5.000
83049.808,302.070,345.995,342.187,-0.011,6.572,5.000
83041.745,302.076,345.995,342.187,-0.027,6.561,5.000
83041.745,302.075,345.995,342.187,-0.043,6.561,5.000
83041.745,302.070,346.074,342.348,0.006,6.561,5.000
83041.745,302.072,346.074,342.508,0.006,6.572,5.000
83049.808,302.072,345.995,342.988,0.022,6.550,5.000
83045.776,302.073,346.074,342.828,-0.011,6.550,5.000
83053.839,302.073,345.995,342.668,-0.027,6.583,5.000
83045.776,302.072,346.074,342.988,-0.011,6.572,5.000
83045.776,302.068,345.995,342.988,0.006,6.572,5.000
83049.808,302.072,346.153,343.148,0.006,6.561,5.000
83041.745,302.072,346.074,343.148,-0.011,6.550,5.000
83045.776,302.072,346.153,343.628,-0.027,6.561,5.000
83049.808,302.073,346.153,343.628,0.006,6.561,5.000
83049.808,302.073,346.232,343.628,-0.027,6.572,5.000
83049.808,302.073,346.153,343.628,-0.027,6.572,5.000
83049.808,302.073,346.232,343.628,-0.011,6.572,5.000
83053.839,302.070,346.469,343.628,-0.011,6.572,5.000
83049.808,302.072,346.311,344.109,-0.011,6.561,5.000
83053.839,302.070,346.390,344.269,-0.011,6.561,5.000
83053.839,302.075,346.390,344.269,-0.011,6.561,5.000
83057.870,302.070,346.390,344.269,0.006,6.572,5.000
83053.839,302.073,346.390,344.749,0.022,6.561,5.000
83049.808,302.070,346.390,344.909,-0.011,6.572,5.000
83057.870,302.073,346.469,344.909,0.006,6.561,5.000
83049.808,302.076,346.469,345.229,-0.027,6.583,5.000
83053.839,302.072,346.548,345.549,-0.011,6.572,5.000
83053.839,302.073,346.627,345.549,-0.011,6.561,5.000
83049.808,302.072,346.706,345.549,0.006,6.583,5.000
83049.808,302.073,346.627,346.030,-0.011,6.583,5.000
83045.776,302.072,346.627,346.030,0.006,6.572,5.000
83053.839,302.072,346.706,346.030,-0.011,6.572,5.000
83053.839,302.072,346.469,346.510,-0.011,6.561,5.000
83053.839,302.072,346.706,346.510,0.006,6.572,5.000
83057.870,302.073,346.706,346.670,0.022,6.572,5.000
83049.808,302.070,346.627,346.830,0.022,6.561,5.000
83053.839,302.073,346.785,346.830,-0.011,6.572,5.000
83049.808,302.073,346.706,347.150,0.006,6.572,5.000
83053.839,302.073,346.627,347.471,0.022,6.572,5.000
83053.839,302.073,346.864,347.150,-0.011,6.561,5.000
83053.839,302.070,346.627,346.990,-0.027,6.561,5.000
83041.745,302.073,346.864,347.150,-0.011,6.583,5.000
83049.808,302.070,346.864,347.471,-0.027,6.583,5.000
83037.713,302.073,346.785,347.310,0.006,6.561,5.000
83041.745,302.070,346.864,347.310,-0.011,6.561,5.000
83045.776,302.070,346.864,347.471,-0.011,6.550,5.000
83045.776,302.072,346.943,347.471,-0.011,6.561,5.000
83037.713,302.073,346.943,347.471,-0.011,6.561,5.000
83041.745,302.073,346.864,347.471,-0.027,6.583,5.000
83033.682,302.073,347.023,347.150,0.006,6.561,5.000
83041.745,302.070,346.864,347.471,0.006,6.593,5.000
83037.713,302.073,347.102,347.150,-0.011,6.572,5.000
83033.682,302.075,347.102,346.830,0.022,6.572,5.000
83041.745,302.072,347.181,346.830,0.022,6.561,5.000
83037.713,302.070,347.102,346.830,-0.027,6.550,5.000
83033.682,302.073,347.102,346.830,0.006,6.572,5.000
83037.713,302.072,347.102,346.350,0.006,6.561,5.000
83033.682,302.072,347.181,346.190,0.022,6.572,5.000
83037.713,302.072,347.339,346.030,-0.011,6.583,5.000
83037.713,302.073,347.418,346.190,-0.011,6.572,5.000
83029.651,302.073,347.418,345.870,-0.011,6.572,5.000
83033.682,302.072,347.418,345.870,-0.011,6.550,5.000
83041.745,302.072,347.576,345.389,-0.011,6.572,5.000
83041.745,302.073,347.497,345.389,-0.011,6.550,5.000
83037.713,302.072,347.576,345.069,-0.011,6.583,5.000
83041.745,302.070,347.576,344.749,0.006,6.550,5.000
83041.745,302.070,347.576,344.749,-0.011,6.561,5.000
83041.745,302.072,347.734,344.909,0.006,6.572,5.000
83037.713,302.072,347.655,344.749,-0.027,6.572,5.000
83045.776,302.072,347.813,344.749,-0.011,6.561,5.000
83045.776,302.073,347.734,344.589,-0.011,6.561,5.000
83045.776,302.073,347.892,344.749,0.006,6.561,5.000
83049.808,302.073,347.971,344.429,0.022,6.561,5.000
83045.776,302.073,347.892,344.589,-0.027,6.561,5.000
83041.745,302.072,347.813,344.269,0.006,6.583,5.000
83045.776,302.070,347.813,344.269,-0.027,6.572,5.000
83053.839,302.070,347.892,344.429,-0.011,6.572,5.000
83053.839,302.073,348.050,344.429,-0.027,6.561,5.000
83057.870,302.073,347.813,344.429,0.006,6.561,5.000
83053.839,302.072,347.892,344.589,-0.027,6.583,5.000
83045.776,302.072,347.971,344.589,0.006,6.572,5.000
83045.776,302.070,347.892,344.909,-0.027,6.572,5.000
83049.808,302.072,347.813,344.589,-0.011,6.550,5.000
83053.839,302.075,347.813,345.069,-0.027,6.572,5.000
83053.839,302.072,347.971,345.069,-0.027,6.550,5.000
83053.839,302.073,347.813,344.909,0.006,6.572,5.000
83053.839,302.073,347.971,344.909,0.006,6.572,5.000
83053.839,302.072,347.892,345.229,-0.027,6.561,5.000
83049.808,302.073,347.892,345.229,-0.011,6.572,5.000
83053.839,302.072,347.892,345.549,-0.011,6.561,5.000
83053.839,302.073,348.129,345.229,-0.027,6.572,5.000
83053.839,302.073,347.892,345.709,-0.011,6.593,5.000
83057.870,302.072,348.050,345.709,-0.011,6.572,5.000
83053.839,302.073,347.892,345.549,0.006,6.583,5.000
83045.776,302.073,348.050,345.709,-0.027,6.572,5.000
83049.808,302.073,348.208,345.870,0.022,6.561,5.000
