%Time (sec)	TC 1	TC 2	TC 3	TC 4	TC 5	TC 6	TC 7 	TC 8 - Near Heater						10/17/2019	2:41 PM						
1910	20.4	21.6	22.9	24.2	25.6	26.8	28.1	29.3							
1920	20.4	21.6	22.9	24.2	25.6	26.8	28.1	29.3							
1930	20.4	21.6	22.9	24.2	25.6	26.8	28.1	29.3							
1940	20.4	21.6	22.9	24.2	25.6	26.8	28.1	29.3							
1950	20.4	21.6	23	24.2	25.6	26.8	28.1	29.3							
1960	20.4	21.6	23	24.2	25.6	26.8	28.1	29.3							
1970	20.4	21.6	23	24.2	25.6	26.8	28.1	29.4							
1980	20.4	21.6	23	24.2	25.6	26.8	28.1	29.4							
1990	20.4	21.6	23	24.2	25.6	26.8	28.2	29.4							
2000	20.4	21.7	23	24.2	25.7	26.9	28.2	29.4							
2010	20.4	21.7	23	24.2	25.6	26.9	28.2	29.4							
2020	20.4	21.7	23	24.3	25.7	26.9	28.2	29.4							
2030	20.4	21.7	23	24.3	25.7	26.9	28.2	29.4							
2040	20.4	21.7	23	24.3	25.7	26.9	28.2	29.4							
2050	20.4	21.7	23	24.3	25.7	26.9	28.2	29.4							
2060	20.4	21.7	23	24.3	25.7	26.9	28.2	29.4							
2070	20.4	21.7	23	24.3	25.7	26.9	28.2	29.5							
2080	20.5	21.7	23.1	24.3	25.7	26.9	28.3	29.5							
2090	20.5	21.7	23.1	24.3	25.7	26.9	28.3	29.5							
2100	20.5	21.7	23.1	24.3	25.7	26.9	28.3	29.5							
2110	20.5	21.7	23.1	24.3	25.7	26.9	28.3	29.5							
2120	20.5	21.7	23.1	24.3	25.8	27	28.3	29.5							
2130	20.5	21.7	23.1	24.3	25.7	27	28.3	29.5							
2140	20.5	21.7	23.1	24.3	25.8	27	28.3	29.5							
2150	20.5	21.7	23.1	24.3	25.8	27	28.3	29.5							
2160	20.5	21.7	23.1	24.4	25.8	27	28.3	29.6							
2170	20.5	21.7	23.1	24.4	25.8	27	28.3	29.6							
